project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
cloud_controller_ng.csv,0,0,0,0,0,0,0,0,0,0,0,0
open-build-service.csv,0,0,0,0,0,0,0,0,0,0,0,0
orbeon-forms.csv,0,0,0,0,0,0,0,0,0,0,0,0
loomio.csv,0,0,0,0,0,0,0,0,0,0,0,0
jruby.csv,0,0,0,0,0,0,0,0,0,0,0,0
gradle.csv,0,0,0,0,0,0,0,0,0,0,0,0
metasploit-framework.csv,0,0,0,0,0,0,0,0,0,0,0,0
cloudify.csv,0,0,0,0,0,0,0,0,0,0,0,0
fog.csv,0,0,0,0,0,0,0,0,0,0,0,0
vagrant.csv,0,0,0,0,0,0,0,0,0,0,0,0
concerto.csv,0,0,0,0,0,0,0,0,0,0,0,0
rubinius.csv,0,0,0,0,0,0,0,0,0,0,0,0
sufia.csv,0,0,0,0,0,0,0,0,0,0,0,0
puppet.csv,0,0,0,0,0,0,0,0,0,0,0,0
sonarqube.csv,0,0,0,0,0,0,0,0,0,0,0,0
graylog2-server.csv,0,0,0,0,0,0,0,0,0,0,0,0
opal.csv,0,0,0,0,0,0,0,0,0,0,0,0
geoserver.csv,0,0,0,0,0,0,0,0,0,0,0,0
rails.csv,0,0,0,0,0,0,0,0,0,0,0,0
heroku.csv,0,0,0,0,0,0,0,0,0,0,0,0
