,Unnamed: 0,project,algorithm,batch_size,confidence,builds_reqd,median_delay,testall_size
357,357,heroku.csv,BATCH4,4,17,27.37777777777778,2.0,1125
358,358,heroku.csv,BATCH4,4,18,28.266666666666666,2.0,1125
359,359,heroku.csv,BATCH4,4,19,26.844444444444445,2.0,1125
360,360,heroku.csv,BATCH4,4,20,28.444444444444443,2.0,1125
361,361,heroku.csv,BATCHBISECT,1,2,56.8,0.0,1125
362,362,heroku.csv,BATCHBISECT,1,3,41.86666666666667,0.0,1125
363,363,heroku.csv,BATCHBISECT,1,4,34.75555555555555,0.0,1125
364,364,heroku.csv,BATCHBISECT,1,5,29.511111111111116,0.0,1125
365,365,heroku.csv,BATCHBISECT,1,6,27.2,0.0,1125
366,366,heroku.csv,BATCHBISECT,1,7,23.822222222222223,0.0,1125
367,367,heroku.csv,BATCHBISECT,1,8,23.022222222222226,0.0,1125
368,368,heroku.csv,BATCHBISECT,1,9,22.31111111111111,0.0,1125
369,369,heroku.csv,BATCHBISECT,1,10,20.622222222222224,0.0,1125
370,370,heroku.csv,BATCHBISECT,1,11,20.711111111111112,0.0,1125
371,371,heroku.csv,BATCHBISECT,1,12,19.91111111111111,0.0,1125
372,372,heroku.csv,BATCHBISECT,1,13,19.022222222222226,0.0,1125
373,373,heroku.csv,BATCHBISECT,1,14,18.57777777777778,0.0,1125
374,374,heroku.csv,BATCHBISECT,1,15,18.044444444444444,0.0,1125
375,375,heroku.csv,BATCHBISECT,1,16,18.133333333333333,0.0,1125
376,376,heroku.csv,BATCHBISECT,1,17,17.511111111111113,0.0,1125
377,377,heroku.csv,BATCHBISECT,1,18,17.68888888888889,0.0,1125
378,378,heroku.csv,BATCHBISECT,1,19,17.244444444444444,0.0,1125
379,379,heroku.csv,BATCHBISECT,1,20,16.8,0.0,1125
380,380,heroku.csv,BATCHBISECT,2,2,53.68888888888889,1.0,1125
381,381,heroku.csv,BATCHBISECT,2,3,46.48888888888889,1.0,1125
382,382,heroku.csv,BATCHBISECT,2,4,41.06666666666667,1.0,1125
383,383,heroku.csv,BATCHBISECT,2,5,39.02222222222223,1.0,1125
384,384,heroku.csv,BATCHBISECT,2,6,36.44444444444444,1.0,1125
385,385,heroku.csv,BATCHBISECT,2,7,35.644444444444446,1.0,1125
386,386,heroku.csv,BATCHBISECT,2,8,33.77777777777778,1.0,1125
387,387,heroku.csv,BATCHBISECT,2,9,32.44444444444444,1.0,1125
388,388,heroku.csv,BATCHBISECT,2,10,32.0,1.0,1125
389,389,heroku.csv,BATCHBISECT,2,11,31.55555555555556,1.0,1125
390,390,heroku.csv,BATCHBISECT,2,12,30.75555555555556,1.0,1125
391,391,heroku.csv,BATCHBISECT,2,13,30.31111111111111,1.0,1125
392,392,heroku.csv,BATCHBISECT,2,14,29.95555555555556,1.0,1125
393,393,heroku.csv,BATCHBISECT,2,15,29.599999999999994,1.0,1125
394,394,heroku.csv,BATCHBISECT,2,16,29.511111111111116,1.0,1125
395,395,heroku.csv,BATCHBISECT,2,17,29.155555555555555,1.0,1125
396,396,heroku.csv,BATCHBISECT,2,18,28.53333333333333,1.0,1125
397,397,heroku.csv,BATCHBISECT,2,19,28.355555555555554,1.0,1125
398,398,heroku.csv,BATCHBISECT,2,20,28.35555555555556,1.0,1125
399,399,heroku.csv,BATCHBISECT,4,2,53.24444444444445,2.0,1125
400,400,heroku.csv,BATCHBISECT,4,3,49.77777777777778,2.0,1125
401,401,heroku.csv,BATCHBISECT,4,4,48.44444444444444,2.0,1125
402,402,heroku.csv,BATCHBISECT,4,5,46.22222222222221,2.0,1125
403,403,heroku.csv,BATCHBISECT,4,6,45.06666666666667,2.0,1125
404,404,heroku.csv,BATCHBISECT,4,7,44.44444444444444,2.0,1125
405,405,heroku.csv,BATCHBISECT,4,8,43.46666666666667,2.0,1125
406,406,heroku.csv,BATCHBISECT,4,9,42.577777777777776,2.0,1125
