,Unnamed: 0,project,algorithm,batch_size,confidence,builds_reqd,median_delay,testall_size
862,862,cloudify.csv,BATCH4,4,9,29.02729719338716,2.0,2601
863,863,cloudify.csv,BATCH4,4,10,28.796616685890044,2.0,2601
864,864,cloudify.csv,BATCH4,4,11,27.02806612841215,2.0,2601
865,865,cloudify.csv,BATCH4,4,12,27.10495963091119,2.0,2601
866,866,cloudify.csv,BATCH4,4,13,26.758938869665503,2.0,2601
867,867,cloudify.csv,BATCH4,4,14,24.490580545943864,2.0,2601
868,868,cloudify.csv,BATCH4,4,15,25.413302575932327,2.0,2601
869,869,cloudify.csv,BATCH4,4,16,25.29796232218377,2.0,2601
870,870,cloudify.csv,BATCH4,4,17,24.836601307189547,2.0,2601
871,871,cloudify.csv,BATCH4,4,18,24.913494809688583,2.0,2601
872,872,cloudify.csv,BATCH4,4,19,24.644367550941947,2.0,2601
873,873,cloudify.csv,BATCH4,4,20,23.990772779700112,2.0,2601
874,874,cloudify.csv,BATCHBISECT,1,2,58.86197616301423,0.0,2601
875,875,cloudify.csv,BATCHBISECT,1,3,44.9442522106882,0.0,2601
876,876,cloudify.csv,BATCHBISECT,1,4,37.79315647827759,0.0,2601
877,877,cloudify.csv,BATCHBISECT,1,5,33.756247597078044,0.0,2601
878,878,cloudify.csv,BATCHBISECT,1,6,31.334102268358325,0.0,2601
879,879,cloudify.csv,BATCHBISECT,1,7,29.21953094963476,0.0,2601
880,880,cloudify.csv,BATCHBISECT,1,8,27.912341407151096,0.0,2601
881,881,cloudify.csv,BATCHBISECT,1,9,26.297577854671275,0.0,2601
882,882,cloudify.csv,BATCHBISECT,1,10,25.60553633217993,0.0,2601
883,883,cloudify.csv,BATCHBISECT,1,11,25.105728565936182,0.0,2601
884,884,cloudify.csv,BATCHBISECT,1,12,24.336793540945788,0.0,2601
885,885,cloudify.csv,BATCHBISECT,1,13,23.37562475970781,0.0,2601
886,886,cloudify.csv,BATCHBISECT,1,14,23.22183775470973,0.0,2601
887,887,cloudify.csv,BATCHBISECT,1,15,22.798923490965013,0.0,2601
888,888,cloudify.csv,BATCHBISECT,1,16,22.606689734717417,0.0,2601
889,889,cloudify.csv,BATCHBISECT,1,17,21.953094963475586,0.0,2601
890,890,cloudify.csv,BATCHBISECT,1,18,21.68396770472895,0.0,2601
891,891,cloudify.csv,BATCHBISECT,1,19,21.953094963475586,0.0,2601
892,892,cloudify.csv,BATCHBISECT,1,20,21.568627450980397,0.0,2601
893,893,cloudify.csv,BATCHBISECT,2,2,55.440215301806994,1.0,2601
894,894,cloudify.csv,BATCHBISECT,2,3,48.78892733564014,1.0,2601
895,895,cloudify.csv,BATCHBISECT,2,4,44.52133794694348,1.0,2601
896,896,cloudify.csv,BATCHBISECT,2,5,42.06074586697424,1.0,2601
897,897,cloudify.csv,BATCHBISECT,2,6,40.4075355632449,1.0,2601
898,898,cloudify.csv,BATCHBISECT,2,7,39.06189926951173,1.0,2601
899,899,cloudify.csv,BATCHBISECT,2,8,37.67781622452903,1.0,2601
900,900,cloudify.csv,BATCHBISECT,2,9,36.79354094579008,1.0,2601
901,901,cloudify.csv,BATCHBISECT,2,10,36.29373317954633,1.0,2601
902,902,cloudify.csv,BATCHBISECT,2,11,35.6401384083045,1.0,2601
903,903,cloudify.csv,BATCHBISECT,2,12,34.98654363706267,1.0,2601
904,904,cloudify.csv,BATCHBISECT,2,13,34.755863129565554,1.0,2601
905,905,cloudify.csv,BATCHBISECT,2,14,34.25605536332179,1.0,2601
906,906,cloudify.csv,BATCHBISECT,2,15,34.10226835832372,1.0,2601
907,907,cloudify.csv,BATCHBISECT,2,16,33.60246059207997,1.0,2601
908,908,cloudify.csv,BATCHBISECT,2,17,33.2564398308343,1.0,2601
909,909,cloudify.csv,BATCHBISECT,2,18,33.256439830834296,1.0,2601
910,910,cloudify.csv,BATCHBISECT,2,19,33.0642060745867,1.0,2601
911,911,cloudify.csv,BATCHBISECT,2,20,33.10265282583621,1.0,2601
912,912,cloudify.csv,BATCHBISECT,4,2,53.01806997308727,2.0,2601
913,913,cloudify.csv,BATCHBISECT,4,3,50.48058439061899,2.0,2601
914,914,cloudify.csv,BATCHBISECT,4,4,47.98154555940023,2.0,2601
915,915,cloudify.csv,BATCHBISECT,4,5,47.020376778162245,2.0,2601
916,916,cloudify.csv,BATCHBISECT,4,6,45.674740484429066,2.0,2601
917,917,cloudify.csv,BATCHBISECT,4,7,45.17493271818532,2.0,2601
918,918,cloudify.csv,BATCHBISECT,4,8,44.25221068819685,2.0,2601
919,919,cloudify.csv,BATCHBISECT,4,9,44.02153018069973,2.0,2601
920,920,cloudify.csv,BATCHBISECT,4,10,43.40638216070742,2.0,2601
921,921,cloudify.csv,BATCHBISECT,4,11,42.48366013071895,2.0,2601
922,922,cloudify.csv,BATCHBISECT,4,12,42.48366013071895,2.0,2601
923,923,cloudify.csv,BATCHBISECT,4,13,42.29142637447136,2.0,2601
924,924,cloudify.csv,BATCHBISECT,4,14,41.56093810073049,2.0,2601
925,925,cloudify.csv,BATCHBISECT,4,15,41.40715109573241,2.0,2601
926,926,cloudify.csv,BATCHBISECT,4,16,41.36870434448289,2.0,2601
927,927,cloudify.csv,BATCHBISECT,4,17,41.29181084198386,2.0,2601
928,928,cloudify.csv,BATCHBISECT,4,18,40.90734332948866,2.0,2601
929,929,cloudify.csv,BATCHBISECT,4,19,40.7920030757401,2.0,2601
930,930,cloudify.csv,BATCHBISECT,4,20,40.75355632449058,2.0,2601
931,931,cloudify.csv,BATCHBISECT,8,2,51.55709342560555,4.0,2601
932,932,cloudify.csv,BATCHBISECT,8,3,50.71126489811612,4.0,2601
933,933,cloudify.csv,BATCHBISECT,8,4,50.249903883121874,4.0,2601
934,934,cloudify.csv,BATCHBISECT,8,5,50.173010380622834,4.0,2601
935,935,cloudify.csv,BATCHBISECT,8,6,49.01960784313726,4.0,2601
936,936,cloudify.csv,BATCHBISECT,8,7,48.98116109188774,4.0,2601
937,937,cloudify.csv,BATCHBISECT,8,8,48.67358708189158,4.0,2601
938,938,cloudify.csv,BATCHBISECT,8,9,48.28911956939639,4.0,2601
939,939,cloudify.csv,BATCHBISECT,8,10,47.82775855440215,4.0,2601
940,940,cloudify.csv,BATCHBISECT,8,11,47.44329104190696,4.0,2601
941,941,cloudify.csv,BATCHBISECT,8,12,47.28950403690888,4.0,2601
942,942,cloudify.csv,BATCHBISECT,8,13,46.98193002691273,4.0,2601
943,943,cloudify.csv,BATCHBISECT,8,14,46.75124951941561,4.0,2601
944,944,cloudify.csv,BATCHBISECT,8,15,46.67435601691657,4.0,2601
945,945,cloudify.csv,BATCHBISECT,8,16,46.28988850442137,4.0,2601
946,946,cloudify.csv,BATCHBISECT,8,17,46.559015763168006,4.0,2601
947,947,cloudify.csv,BATCHBISECT,8,18,46.32833525567089,4.0,2601
948,948,cloudify.csv,BATCHBISECT,8,19,46.1361014994233,4.0,2601
949,949,cloudify.csv,BATCHBISECT,8,20,45.98231449442522,4.0,2601
950,950,cloudify.csv,BATCHBISECT,16,2,53.78700499807766,8.0,2601
951,951,cloudify.csv,BATCHBISECT,16,3,52.55670895809304,8.0,2601
952,952,cloudify.csv,BATCHBISECT,16,4,52.24913494809689,8.0,2601
953,953,cloudify.csv,BATCHBISECT,16,5,52.47981545559399,8.0,2601
954,954,cloudify.csv,BATCHBISECT,16,6,51.82622068435217,8.0,2601
955,955,cloudify.csv,BATCHBISECT,16,7,51.82622068435219,8.0,2601
956,956,cloudify.csv,BATCHBISECT,16,8,50.55747789311804,8.0,2601
957,957,cloudify.csv,BATCHBISECT,16,9,51.94156093810073,8.0,2601
958,958,cloudify.csv,BATCHBISECT,16,10,50.711264898116106,8.0,2601
959,959,cloudify.csv,BATCHBISECT,16,11,50.48058439061899,8.0,2601
960,960,cloudify.csv,BATCHBISECT,16,12,51.36485966935794,8.0,2601
961,961,cloudify.csv,BATCHBISECT,16,13,51.21107266435986,8.0,2601
962,962,cloudify.csv,BATCHBISECT,16,14,51.59554017685505,8.0,2601
963,963,cloudify.csv,BATCHBISECT,16,15,50.63437139561707,8.0,2601
964,964,cloudify.csv,BATCHBISECT,16,16,50.51903114186851,8.0,2601
965,965,cloudify.csv,BATCHBISECT,16,17,50.288350634371405,8.0,2601
966,966,cloudify.csv,BATCHBISECT,16,18,50.36524413687044,8.0,2601
967,967,cloudify.csv,BATCHBISECT,16,19,49.78854286812765,8.0,2601
968,968,cloudify.csv,BATCHBISECT,16,20,49.21184159938485,8.0,2601
969,969,cloudify.csv,BATCHSTOP4,4,2,46.943483275663205,2.0,2601
970,970,cloudify.csv,BATCHSTOP4,4,3,44.02153018069973,2.0,2601
971,971,cloudify.csv,BATCHSTOP4,4,4,41.522491349480966,2.0,2601
972,972,cloudify.csv,BATCHSTOP4,4,5,40.638216070742025,2.0,2601
973,973,cloudify.csv,BATCHSTOP4,4,6,39.13879277201077,2.0,2601
974,974,cloudify.csv,BATCHSTOP4,4,7,38.63898500576701,2.0,2601
975,975,cloudify.csv,BATCHSTOP4,4,8,37.56247597078047,2.0,2601
976,976,cloudify.csv,BATCHSTOP4,4,9,37.48558246828143,2.0,2601
977,977,cloudify.csv,BATCHSTOP4,4,10,36.639753940792005,2.0,2601
978,978,cloudify.csv,BATCHSTOP4,4,11,35.793925413302574,2.0,2601
979,979,cloudify.csv,BATCHSTOP4,4,12,35.717031910803534,2.0,2601
980,980,cloudify.csv,BATCHSTOP4,4,13,35.67858515955401,2.0,2601
981,981,cloudify.csv,BATCHSTOP4,4,14,34.79430988081507,2.0,2601
982,982,cloudify.csv,BATCHSTOP4,4,15,34.64052287581699,2.0,2601
983,983,cloudify.csv,BATCHSTOP4,4,16,34.678969627066515,2.0,2601
984,984,cloudify.csv,BATCHSTOP4,4,17,34.678969627066515,2.0,2601
985,985,cloudify.csv,BATCHSTOP4,4,18,34.14071510957324,2.0,2601
986,986,cloudify.csv,BATCHSTOP4,4,19,34.02537485582468,2.0,2601
987,987,cloudify.csv,BATCHSTOP4,4,20,34.14071510957324,2.0,2601
988,988,cloudify.csv,BATCHSTOP4,8,2,45.63629373317955,4.0,2601
989,989,cloudify.csv,BATCHSTOP4,8,3,44.79046520569012,4.0,2601
990,990,cloudify.csv,BATCHSTOP4,8,4,43.713956170703575,4.0,2601
991,991,cloudify.csv,BATCHSTOP4,8,5,44.09842368319877,4.0,2601
992,992,cloudify.csv,BATCHSTOP4,8,6,42.56055363321799,4.0,2601
993,993,cloudify.csv,BATCHSTOP4,8,7,42.44521337946944,4.0,2601
994,994,cloudify.csv,BATCHSTOP4,8,8,42.21453287197232,4.0,2601
995,995,cloudify.csv,BATCHSTOP4,8,9,41.753171856978085,4.0,2601
996,996,cloudify.csv,BATCHSTOP4,8,10,41.214917339484806,4.0,2601
997,997,cloudify.csv,BATCHSTOP4,8,11,40.75355632449058,4.0,2601
998,998,cloudify.csv,BATCHSTOP4,8,12,40.5997693194925,4.0,2601
999,999,cloudify.csv,BATCHSTOP4,8,13,40.36908881199539,4.0,2601
1000,1000,cloudify.csv,BATCHSTOP4,8,14,40.06151480199922,4.0,2601
1001,1001,cloudify.csv,BATCHSTOP4,8,15,39.98462129950019,4.0,2601
1002,1002,cloudify.csv,BATCHSTOP4,8,16,39.52326028450596,4.0,2601
1003,1003,cloudify.csv,BATCHSTOP4,8,17,40.023068050749714,4.0,2601
1004,1004,cloudify.csv,BATCHSTOP4,8,18,39.63860053825452,4.0,2601
1005,1005,cloudify.csv,BATCHSTOP4,8,19,39.44636678200692,4.0,2601
1006,1006,cloudify.csv,BATCHSTOP4,8,20,39.2156862745098,4.0,2601
1007,1007,cloudify.csv,BATCHSTOP4,16,2,48.09688581314879,8.0,2601
1008,1008,cloudify.csv,BATCHSTOP4,16,3,46.94348327566322,8.0,2601
1009,1009,cloudify.csv,BATCHSTOP4,16,4,46.17454825067282,8.0,2601
1010,1010,cloudify.csv,BATCHSTOP4,16,5,46.17454825067282,8.0,2601
1011,1011,cloudify.csv,BATCHSTOP4,16,6,45.98231449442522,8.0,2601
1012,1012,cloudify.csv,BATCHSTOP4,16,7,45.751633986928105,8.0,2601
1013,1013,cloudify.csv,BATCHSTOP4,16,8,44.17531718569781,8.0,2601
1014,1014,cloudify.csv,BATCHSTOP4,16,9,46.02076124567475,8.0,2601
1015,1015,cloudify.csv,BATCHSTOP4,16,10,44.559784698193006,8.0,2601
1016,1016,cloudify.csv,BATCHSTOP4,16,11,44.25221068819685,8.0,2601
1017,1017,cloudify.csv,BATCHSTOP4,16,12,45.136485966935794,8.0,2601
1018,1018,cloudify.csv,BATCHSTOP4,16,13,44.90580545943867,8.0,2601
1019,1019,cloudify.csv,BATCHSTOP4,16,14,45.36716647443291,8.0,2601
1020,1020,cloudify.csv,BATCHSTOP4,16,15,44.32910419069589,8.0,2601
1021,1021,cloudify.csv,BATCHSTOP4,16,16,44.29065743944636,8.0,2601
1022,1022,cloudify.csv,BATCHSTOP4,16,17,44.05997693194925,8.0,2601
1023,1023,cloudify.csv,BATCHSTOP4,16,18,44.13687043444829,8.0,2601
1024,1024,cloudify.csv,BATCHSTOP4,16,19,43.560169165705496,8.0,2601
1025,1025,cloudify.csv,BATCHSTOP4,16,20,42.90657439446368,8.0,2601
1026,1026,vagrant.csv,BATCH4,4,2,34.15637860082305,1.0,2187
1027,1027,vagrant.csv,BATCH4,4,3,31.367169638774577,2.0,2187
1028,1028,vagrant.csv,BATCH4,4,4,25.880201188843163,2.0,2187
1029,1029,vagrant.csv,BATCH4,4,5,24.6456332876086,2.0,2187
1030,1030,vagrant.csv,BATCH4,4,6,23.63968907178784,2.0,2187
1031,1031,vagrant.csv,BATCH4,4,7,21.399176954732518,2.0,2187
1032,1032,vagrant.csv,BATCH4,4,8,20.62185642432556,2.0,2187
1033,1033,vagrant.csv,BATCH4,4,9,17.28395061728395,2.0,2187
1034,1034,vagrant.csv,BATCH4,4,10,18.0612711476909,2.0,2187
1035,1035,vagrant.csv,BATCH4,4,11,15.820759030635571,2.0,2187
1036,1036,vagrant.csv,BATCH4,4,12,15.729309556470051,2.0,2187
1037,1037,vagrant.csv,BATCH4,4,13,15.409236396890718,2.0,2187
1038,1038,vagrant.csv,BATCH4,4,14,15.546410608139004,2.0,2187
1039,1039,vagrant.csv,BATCH4,4,15,13.808870598994057,2.0,2187
1040,1040,vagrant.csv,BATCH4,4,16,12.89437585733882,2.0,2187
1041,1041,vagrant.csv,BATCH4,4,17,13.67169638774577,2.0,2187
1042,1042,vagrant.csv,BATCH4,4,18,12.528577960676726,2.0,2187
1043,1043,vagrant.csv,BATCH4,4,19,11.019661636945589,2.0,2187
1044,1044,vagrant.csv,BATCH4,4,20,11.659807956104252,2.0,2187
1045,1045,vagrant.csv,BATCHBISECT,1,2,53.5893918609968,0.0,2187
1046,1046,vagrant.csv,BATCHBISECT,1,3,37.54000914494742,0.0,2187
1047,1047,vagrant.csv,BATCHBISECT,1,4,29.309556470050296,0.0,2187
1048,1048,vagrant.csv,BATCHBISECT,1,5,25.102880658436213,0.0,2187
1049,1049,vagrant.csv,BATCHBISECT,1,6,21.124828532235934,0.0,2187
1050,1050,vagrant.csv,BATCHBISECT,1,7,19.250114311842708,0.0,2187
1051,1051,vagrant.csv,BATCHBISECT,1,8,16.73525377229081,0.0,2187
1052,1052,vagrant.csv,BATCHBISECT,1,9,15.637860082304528,0.0,2187
1053,1053,vagrant.csv,BATCHBISECT,1,10,14.631915866483768,0.0,2187
1054,1054,vagrant.csv,BATCHBISECT,1,11,12.574302697759489,0.0,2187
1055,1055,vagrant.csv,BATCHBISECT,1,12,11.61408321902149,0.0,2187
1056,1056,vagrant.csv,BATCHBISECT,1,13,11.659807956104252,0.0,2187
1057,1057,vagrant.csv,BATCHBISECT,1,14,10.79103795153178,0.0,2187
1058,1058,vagrant.csv,BATCHBISECT,1,15,10.150891632373114,0.0,2187
1059,1059,vagrant.csv,BATCHBISECT,1,16,9.419295839048925,0.0,2187
1060,1060,vagrant.csv,BATCHBISECT,1,17,9.967992684042066,0.0,2187
1061,1061,vagrant.csv,BATCHBISECT,1,18,9.28212162780064,0.0,2187
1062,1062,vagrant.csv,BATCHBISECT,1,19,8.550525834476451,0.0,2187
1063,1063,vagrant.csv,BATCHBISECT,1,20,8.23045267489712,0.0,2187
1064,1064,vagrant.csv,BATCHBISECT,2,2,39.14037494284408,1.0,2187
1065,1065,vagrant.csv,BATCHBISECT,2,3,31.367169638774577,1.0,2187
1066,1066,vagrant.csv,BATCHBISECT,2,4,27.02331961591221,1.0,2187
1067,1067,vagrant.csv,BATCHBISECT,2,5,23.548239597622317,1.0,2187
1068,1068,vagrant.csv,BATCHBISECT,2,6,21.35345221764975,1.0,2187
1069,1069,vagrant.csv,BATCHBISECT,2,7,19.57018747142204,1.0,2187
1070,1070,vagrant.csv,BATCHBISECT,2,8,18.106995884773664,1.0,2187
1071,1071,vagrant.csv,BATCHBISECT,2,9,17.192501143118427,1.0,2187
1072,1072,vagrant.csv,BATCHBISECT,2,10,15.683584819387288,1.0,2187
1073,1073,vagrant.csv,BATCHBISECT,2,11,15.089163237311386,1.0,2187
1074,1074,vagrant.csv,BATCHBISECT,2,12,14.631915866483768,1.0,2187
1075,1075,vagrant.csv,BATCHBISECT,2,13,13.90032007315958,1.0,2187
1076,1076,vagrant.csv,BATCHBISECT,2,14,13.305898491083676,1.0,2187
1077,1077,vagrant.csv,BATCHBISECT,2,15,12.94010059442158,1.0,2187
1078,1078,vagrant.csv,BATCHBISECT,2,16,12.89437585733882,1.0,2187
1079,1079,vagrant.csv,BATCHBISECT,2,17,12.162780064014632,1.0,2187
1080,1080,vagrant.csv,BATCHBISECT,2,18,11.8427069044353,1.0,2187
1081,1081,vagrant.csv,BATCHBISECT,2,19,11.568358481938729,1.0,2187
1082,1082,vagrant.csv,BATCHBISECT,2,20,11.156835848193872,1.0,2187
1083,1083,vagrant.csv,BATCHBISECT,4,2,29.58390489254687,1.0,2187
1084,1084,vagrant.csv,BATCHBISECT,4,3,26.611796982167352,2.0,2187
1085,1085,vagrant.csv,BATCHBISECT,4,4,24.05121170553269,2.0,2187
1086,1086,vagrant.csv,BATCHBISECT,4,5,22.359396433470508,2.0,2187
1087,1087,vagrant.csv,BATCHBISECT,4,6,21.262002743484224,2.0,2187
1088,1088,vagrant.csv,BATCHBISECT,4,7,20.027434842249654,2.0,2187
1089,1089,vagrant.csv,BATCHBISECT,4,8,19.158664837677183,2.0,2187
1090,1090,vagrant.csv,BATCHBISECT,4,9,18.198445358939185,2.0,2187
1091,1091,vagrant.csv,BATCHBISECT,4,10,17.695473251028808,2.0,2187
1092,1092,vagrant.csv,BATCHBISECT,4,11,17.192501143118424,2.0,2187
1093,1093,vagrant.csv,BATCHBISECT,4,12,16.643804298125286,2.0,2187
1094,1094,vagrant.csv,BATCHBISECT,4,13,16.140832190214905,2.0,2187
1095,1095,vagrant.csv,BATCHBISECT,4,14,15.820759030635571,2.0,2187
1096,1096,vagrant.csv,BATCHBISECT,4,15,15.637860082304528,2.0,2187
1097,1097,vagrant.csv,BATCHBISECT,4,16,14.997713763145862,2.0,2187
1098,1098,vagrant.csv,BATCHBISECT,4,17,15.043438500228625,2.0,2187
1099,1099,vagrant.csv,BATCHBISECT,4,18,14.631915866483766,2.0,2187
1100,1100,vagrant.csv,BATCHBISECT,4,19,14.220393232738912,2.0,2187
1101,1101,vagrant.csv,BATCHBISECT,4,20,14.40329218106996,2.0,2187
1102,1102,vagrant.csv,BATCHBISECT,8,2,24.59990855052584,4.0,2187
1103,1103,vagrant.csv,BATCHBISECT,8,3,23.365340649291262,4.0,2187
1104,1104,vagrant.csv,BATCHBISECT,8,4,22.1307727480567,3.0,2187
1105,1105,vagrant.csv,BATCHBISECT,8,5,21.58207590306356,3.0,2187
1106,1106,vagrant.csv,BATCHBISECT,8,6,21.124828532235934,4.0,2187
1107,1107,vagrant.csv,BATCHBISECT,8,7,21.170553269318702,4.0,2187
1108,1108,vagrant.csv,BATCHBISECT,8,8,20.301783264746227,4.0,2187
1109,1109,vagrant.csv,BATCHBISECT,8,9,19.57018747142204,4.0,2187
1110,1110,vagrant.csv,BATCHBISECT,8,10,19.250114311842708,4.0,2187
1111,1111,vagrant.csv,BATCHBISECT,8,11,19.250114311842708,4.0,2187
1112,1112,vagrant.csv,BATCHBISECT,8,12,19.29583904892547,4.0,2187
1113,1113,vagrant.csv,BATCHBISECT,8,13,19.021490626428896,4.0,2187
1114,1114,vagrant.csv,BATCHBISECT,8,14,18.747142203932327,4.0,2187
1115,1115,vagrant.csv,BATCHBISECT,8,15,18.198445358939185,4.0,2187
1116,1116,vagrant.csv,BATCHBISECT,8,16,18.244170096021943,4.0,2187
1117,1117,vagrant.csv,BATCHBISECT,8,17,18.28989483310471,4.0,2187
1118,1118,vagrant.csv,BATCHBISECT,8,18,18.015546410608135,4.0,2187
1119,1119,vagrant.csv,BATCHBISECT,8,19,18.289894833104707,4.0,2187
1120,1120,vagrant.csv,BATCHBISECT,8,20,17.878372199359855,4.0,2187
1121,1121,vagrant.csv,BATCHBISECT,16,2,24.69135802469136,8.0,2187
1122,1122,vagrant.csv,BATCHBISECT,16,3,23.411065386374027,8.0,2187
1123,1123,vagrant.csv,BATCHBISECT,16,4,24.05121170553269,8.0,2187
1124,1124,vagrant.csv,BATCHBISECT,16,5,22.450845907636023,8.0,2187
1125,1125,vagrant.csv,BATCHBISECT,16,6,22.99954275262917,8.0,2187
1126,1126,vagrant.csv,BATCHBISECT,16,7,21.67352537722908,8.0,2187
1127,1127,vagrant.csv,BATCHBISECT,16,8,21.764974851394605,8.0,2187
1128,1128,vagrant.csv,BATCHBISECT,16,9,21.44490169181527,8.0,2187
1129,1129,vagrant.csv,BATCHBISECT,16,10,22.496570644718798,8.0,2187
1130,1130,vagrant.csv,BATCHBISECT,16,11,21.90214906264289,8.0,2187
1131,1131,vagrant.csv,BATCHBISECT,16,12,20.5761316872428,8.0,2187
1132,1132,vagrant.csv,BATCHBISECT,16,13,21.44490169181527,8.0,2187
1133,1133,vagrant.csv,BATCHBISECT,16,14,21.90214906264289,8.0,2187
1134,1134,vagrant.csv,BATCHBISECT,16,15,20.85048010973937,8.0,2187
1135,1135,vagrant.csv,BATCHBISECT,16,16,20.438957475994517,8.0,2187
1136,1136,vagrant.csv,BATCHBISECT,16,17,19.47873799725652,8.0,2187
1137,1137,vagrant.csv,BATCHBISECT,16,18,20.804755372656608,8.0,2187
1138,1138,vagrant.csv,BATCHBISECT,16,19,19.753086419753085,8.0,2187
1139,1139,vagrant.csv,BATCHBISECT,16,20,20.438957475994517,8.0,2187
1140,1140,vagrant.csv,BATCHSTOP4,4,2,29.40100594421582,1.0,2187
1141,1141,vagrant.csv,BATCHSTOP4,4,3,26.428898033836305,2.0,2187
1142,1142,vagrant.csv,BATCHSTOP4,4,4,23.6854138088706,2.0,2187
1143,1143,vagrant.csv,BATCHSTOP4,4,5,22.267946959304982,2.0,2187
1144,1144,vagrant.csv,BATCHSTOP4,4,6,21.079103795153177,2.0,2187
1145,1145,vagrant.csv,BATCHSTOP4,4,7,19.75308641975308,2.0,2187
1146,1146,vagrant.csv,BATCHSTOP4,4,8,18.975765889346132,2.0,2187
1147,1147,vagrant.csv,BATCHSTOP4,4,9,18.015546410608135,2.0,2187
1148,1148,vagrant.csv,BATCHSTOP4,4,10,17.51257430269776,2.0,2187
1149,1149,vagrant.csv,BATCHSTOP4,4,11,16.918152720621855,2.0,2187
1150,1150,vagrant.csv,BATCHSTOP4,4,12,16.27800640146319,2.0,2187
1151,1151,vagrant.csv,BATCHSTOP4,4,13,15.95793324188386,2.0,2187
1152,1152,vagrant.csv,BATCHSTOP4,4,14,15.546410608139004,2.0,2187
1153,1153,vagrant.csv,BATCHSTOP4,4,15,15.45496113397348,2.0,2187
1154,1154,vagrant.csv,BATCHSTOP4,4,16,14.723365340649291,2.0,2187
1155,1155,vagrant.csv,BATCHSTOP4,4,17,14.769090077732052,2.0,2187
1156,1156,vagrant.csv,BATCHSTOP4,4,18,14.357567443987197,2.0,2187
1157,1157,vagrant.csv,BATCHSTOP4,4,19,13.94604481024234,2.0,2187
1158,1158,vagrant.csv,BATCHSTOP4,4,20,14.220393232738912,2.0,2187
1159,1159,vagrant.csv,BATCHSTOP4,8,2,24.50845907636031,4.0,2187
1160,1160,vagrant.csv,BATCHSTOP4,8,3,23.18244170096022,4.0,2187
1161,1161,vagrant.csv,BATCHSTOP4,8,4,21.764974851394605,3.0,2187
1162,1162,vagrant.csv,BATCHSTOP4,8,5,21.39917695473251,3.0,2187
1163,1163,vagrant.csv,BATCHSTOP4,8,6,20.94192958390489,4.0,2187
1164,1164,vagrant.csv,BATCHSTOP4,8,7,21.079103795153177,4.0,2187
1165,1165,vagrant.csv,BATCHSTOP4,8,8,19.935985368084133,4.0,2187
1166,1166,vagrant.csv,BATCHSTOP4,8,9,19.38728852309099,4.0,2187
1167,1167,vagrant.csv,BATCHSTOP4,8,10,18.975765889346132,4.0,2187
1168,1168,vagrant.csv,BATCHSTOP4,8,11,19.06721536351166,4.0,2187
1169,1169,vagrant.csv,BATCHSTOP4,8,12,19.11294010059442,4.0,2187
1170,1170,vagrant.csv,BATCHSTOP4,8,13,18.838591678097853,4.0,2187
1171,1171,vagrant.csv,BATCHSTOP4,8,14,18.47279378143576,4.0,2187
1172,1172,vagrant.csv,BATCHSTOP4,8,15,17.924096936442616,4.0,2187
1173,1173,vagrant.csv,BATCHSTOP4,8,16,18.0612711476909,4.0,2187
1174,1174,vagrant.csv,BATCHSTOP4,8,17,18.198445358939185,4.0,2187
1175,1175,vagrant.csv,BATCHSTOP4,8,18,17.924096936442616,4.0,2187
1176,1176,vagrant.csv,BATCHSTOP4,8,19,18.10699588477366,4.0,2187
1177,1177,vagrant.csv,BATCHSTOP4,8,20,17.78692272519433,4.0,2187
1178,1178,vagrant.csv,BATCHSTOP4,16,2,24.50845907636031,8.0,2187
1179,1179,vagrant.csv,BATCHSTOP4,16,3,23.411065386374027,8.0,2187
1180,1180,vagrant.csv,BATCHSTOP4,16,4,23.95976223136717,8.0,2187
1181,1181,vagrant.csv,BATCHSTOP4,16,5,22.359396433470508,8.0,2187
1182,1182,vagrant.csv,BATCHSTOP4,16,6,22.816643804298124,8.0,2187
1183,1183,vagrant.csv,BATCHSTOP4,16,7,21.58207590306356,8.0,2187
1184,1184,vagrant.csv,BATCHSTOP4,16,8,21.67352537722908,8.0,2187
1185,1185,vagrant.csv,BATCHSTOP4,16,9,21.262002743484224,8.0,2187
1186,1186,vagrant.csv,BATCHSTOP4,16,10,22.222222222222225,8.0,2187
1187,1187,vagrant.csv,BATCHSTOP4,16,11,21.719250114311844,8.0,2187
1188,1188,vagrant.csv,BATCHSTOP4,16,12,20.484682213077274,8.0,2187
1189,1189,vagrant.csv,BATCHSTOP4,16,13,21.35345221764975,8.0,2187
1190,1190,vagrant.csv,BATCHSTOP4,16,14,21.81069958847736,8.0,2187
1191,1191,vagrant.csv,BATCHSTOP4,16,15,20.759030635573847,8.0,2187
1192,1192,vagrant.csv,BATCHSTOP4,16,16,20.347508001828988,8.0,2187
1193,1193,vagrant.csv,BATCHSTOP4,16,17,19.29583904892547,8.0,2187
1194,1194,vagrant.csv,BATCHSTOP4,16,18,20.62185642432556,8.0,2187
1195,1195,vagrant.csv,BATCHSTOP4,16,19,19.47873799725652,8.0,2187
1196,1196,vagrant.csv,BATCHSTOP4,16,20,20.16460905349794,8.0,2187
1197,1197,rubinius.csv,BATCH4,4,2,79.43752881512218,1.0,2169
1198,1198,rubinius.csv,BATCH4,4,3,77.04011065006915,2.0,2169
1199,1199,rubinius.csv,BATCH4,4,4,75.38035961272476,2.0,2169
