,Unnamed: 0,project,algorithm,batch_size,builds_reqd,median_delay,testall_size,sum_delay,method,confidence
85,85,sonarqube.csv,BATCHBISECT,8,60.23391812865498,4.0,1710,,gr,
86,86,sonarqube.csv,BATCHBISECT,16,62.80701754385965,8.0,1710,,gr,
88,88,sonarqube.csv,BATCHSTOP4,8,56.72514619883041,4.0,1710,,gr,
89,89,sonarqube.csv,BATCHSTOP4,16,59.41520467836257,8.0,1710,,gr,
91,91,loomio.csv,BATCHBISECT,1,100.0,0.0,1584,,gr,
92,92,loomio.csv,BATCHBISECT,2,83.58585858585859,0.5,1584,,gr,
93,93,loomio.csv,BATCHBISECT,4,82.82828282828282,1.5,1584,,gr,
94,94,loomio.csv,BATCHBISECT,8,87.37373737373737,3.5,1584,,gr,
95,95,loomio.csv,BATCHBISECT,16,91.98232323232324,7.5,1584,,gr,
97,97,loomio.csv,BATCHSTOP4,8,78.03030303030302,3.5,1584,,gr,
98,98,loomio.csv,BATCHSTOP4,16,82.63888888888889,7.5,1584,,gr,
100,100,fog.csv,BATCHBISECT,1,100.0,0.0,1512,,gr,
101,101,fog.csv,BATCHBISECT,2,93.91534391534393,0.5,1512,,gr,
102,102,fog.csv,BATCHBISECT,4,98.28042328042328,1.5,1512,,gr,
103,103,fog.csv,BATCHBISECT,8,104.2989417989418,3.5,1512,,gr,
104,104,fog.csv,BATCHBISECT,16,108.3994708994709,8.0,1512,,gr,
106,106,fog.csv,BATCHSTOP4,8,89.74867724867725,3.5,1512,,gr,
107,107,fog.csv,BATCHSTOP4,16,93.84920634920636,8.0,1512,,gr,
109,109,opal.csv,BATCHBISECT,1,100.0,0.0,1404,,gr,
110,110,opal.csv,BATCHBISECT,2,60.68376068376068,0.5,1404,,gr,
111,111,opal.csv,BATCHBISECT,4,44.94301994301994,1.5,1404,,gr,
112,112,opal.csv,BATCHBISECT,8,40.883190883190885,4.0,1404,,gr,
113,113,opal.csv,BATCHBISECT,16,41.16809116809117,8.0,1404,,gr,
115,115,opal.csv,BATCHSTOP4,8,39.458689458689456,4.0,1404,,gr,
116,116,opal.csv,BATCHSTOP4,16,40.31339031339032,8.0,1404,,gr,
118,118,cloud_controller_ng.csv,BATCHBISECT,1,100.0,0.0,1296,,gr,
119,119,cloud_controller_ng.csv,BATCHBISECT,2,80.55555555555556,0.5,1296,,gr,
120,120,cloud_controller_ng.csv,BATCHBISECT,4,80.40123456790123,1.5,1296,,gr,
121,121,cloud_controller_ng.csv,BATCHBISECT,8,85.80246913580247,3.5,1296,,gr,
122,122,cloud_controller_ng.csv,BATCHBISECT,16,90.97222222222224,7.5,1296,,gr,
124,124,cloud_controller_ng.csv,BATCHSTOP4,8,80.0925925925926,3.5,1296,,gr,
125,125,cloud_controller_ng.csv,BATCHSTOP4,16,85.26234567901234,7.5,1296,,gr,
127,127,puppet.csv,BATCHBISECT,1,100.0,0.0,1269,,gr,
128,128,puppet.csv,BATCHBISECT,2,56.34357762017336,1.0,1269,,gr,
129,129,puppet.csv,BATCHBISECT,4,36.40661938534279,2.0,1269,,gr,
130,130,puppet.csv,BATCHBISECT,8,28.05358550039401,4.0,1269,,gr,
131,131,puppet.csv,BATCHBISECT,16,25.13790386130812,8.0,1269,,gr,
133,133,puppet.csv,BATCHSTOP4,8,27.2655634357762,4.0,1269,,gr,
134,134,puppet.csv,BATCHSTOP4,16,24.50748620961387,8.0,1269,,gr,
136,136,concerto.csv,BATCHBISECT,1,100.0,0.0,1242,,gr,
137,137,concerto.csv,BATCHBISECT,2,62.39935587761675,0.5,1242,,gr,
138,138,concerto.csv,BATCHBISECT,4,47.90660225442834,2.0,1242,,gr,
139,139,concerto.csv,BATCHBISECT,8,44.12238325281803,4.0,1242,,gr,
140,140,concerto.csv,BATCHBISECT,16,44.20289855072464,8.0,1242,,gr,
142,142,concerto.csv,BATCHSTOP4,8,42.190016103059584,4.0,1242,,gr,
143,143,concerto.csv,BATCHSTOP4,16,42.7536231884058,8.0,1242,,gr,
145,145,sufia.csv,BATCHBISECT,1,100.0,0.0,1224,,gr,
146,146,sufia.csv,BATCHBISECT,2,67.15686274509804,0.5,1224,,gr,
147,147,sufia.csv,BATCHBISECT,4,55.55555555555556,1.5,1224,,gr,
148,148,sufia.csv,BATCHBISECT,8,53.51307189542484,3.5,1224,,gr,
149,149,sufia.csv,BATCHBISECT,16,54.8202614379085,8.0,1224,,gr,
151,151,sufia.csv,BATCHSTOP4,8,49.75490196078432,3.5,1224,,gr,
152,152,sufia.csv,BATCHSTOP4,16,51.06209150326797,8.0,1224,,gr,
154,154,geoserver.csv,BATCHBISECT,1,100.0,0.0,1179,,gr,
155,155,geoserver.csv,BATCHBISECT,2,108.2273112807464,1.0,1179,,gr,
156,156,geoserver.csv,BATCHBISECT,4,120.18659881255302,2.0,1179,,gr,
157,157,geoserver.csv,BATCHBISECT,8,129.17726887192538,4.0,1179,,gr,
158,158,geoserver.csv,BATCHBISECT,16,134.6055979643766,8.0,1179,,gr,
160,160,geoserver.csv,BATCHSTOP4,8,108.48176420695503,4.0,1179,,gr,
161,161,geoserver.csv,BATCHSTOP4,16,113.91009329940628,8.0,1179,,gr,
163,163,orbeon-forms.csv,BATCHBISECT,1,100.0,0.0,1170,,gr,
164,164,orbeon-forms.csv,BATCHBISECT,2,96.83760683760684,0.5,1170,,gr,
165,165,orbeon-forms.csv,BATCHBISECT,4,98.37606837606836,2.0,1170,,gr,
166,166,orbeon-forms.csv,BATCHBISECT,8,101.11111111111111,4.0,1170,,gr,
167,167,orbeon-forms.csv,BATCHBISECT,16,103.5042735042735,8.0,1170,,gr,
169,169,orbeon-forms.csv,BATCHSTOP4,8,82.82051282051282,4.0,1170,,gr,
170,170,orbeon-forms.csv,BATCHSTOP4,16,85.21367521367522,8.0,1170,,gr,
172,172,graylog2-server.csv,BATCHBISECT,1,100.0,0.0,1143,,gr,
173,173,graylog2-server.csv,BATCHBISECT,2,56.34295713035871,1.0,1143,,gr,
174,174,graylog2-server.csv,BATCHBISECT,4,36.045494313210845,2.0,1143,,gr,
175,175,graylog2-server.csv,BATCHBISECT,8,27.121609798775157,4.0,1143,,gr,
176,176,graylog2-server.csv,BATCHBISECT,16,23.79702537182852,8.0,1143,,gr,
178,178,graylog2-server.csv,BATCHSTOP4,8,26.071741032370955,4.0,1143,,gr,
179,179,graylog2-server.csv,BATCHSTOP4,16,22.747156605424323,8.0,1143,,gr,
6,6,rails.csv,BATCH4,4,72.79874213836477,1.5,7632,,gr,
15,15,gradle.csv,BATCH4,4,44.54828660436137,2.0,1926,,gr,
24,24,heroku.csv,BATCH4,4,53.333333333333336,2.0,1125,,gr,
33,33,jruby.csv,BATCH4,4,108.40599150458306,2.0,4473,,gr,
42,42,metasploit-framework.csv,BATCH4,4,37.4756335282651,1.5,4104,,gr,
51,51,cloudify.csv,BATCH4,4,45.25182622068435,2.0,2601,,gr,
60,60,vagrant.csv,BATCH4,4,39.551897576588935,2.0,2187,,gr,
69,69,rubinius.csv,BATCH4,4,84.87782388197326,2.0,2169,,gr,
78,78,open-build-service.csv,BATCH4,4,69.3572496263079,2.0,2007,,gr,
87,87,sonarqube.csv,BATCH4,4,56.60818713450293,2.0,1710,,gr,
96,96,loomio.csv,BATCH4,4,73.4848484848485,1.5,1584,,gr,
105,105,fog.csv,BATCH4,4,83.73015873015873,1.5,1512,,gr,
114,114,opal.csv,BATCH4,4,43.51851851851852,1.5,1404,,gr,
123,123,cloud_controller_ng.csv,BATCH4,4,74.69135802469135,1.5,1296,,gr,
132,132,puppet.csv,BATCH4,4,35.30338849487786,2.0,1269,,gr,
141,141,concerto.csv,BATCH4,4,45.97423510466989,2.0,1242,,gr,
150,150,sufia.csv,BATCH4,4,51.79738562091503,1.5,1224,,gr,
159,159,geoserver.csv,BATCH4,4,99.4910941475827,2.0,1179,,gr,
168,168,orbeon-forms.csv,BATCH4,4,80.08547008547009,2.0,1170,,gr,
177,177,graylog2-server.csv,BATCH4,4,34.99562554680665,2.0,1143,,gr,
1,1,heroku.csv,BATCHBISECT,2,38.13333333333333,1.0,1125,,mlci,
2,2,heroku.csv,BATCHBISECT,4,39.11111111111112,2.0,1125,,mlci,
3,3,heroku.csv,BATCHBISECT,8,45.333333333333336,4.0,1125,,mlci,
4,4,heroku.csv,BATCHBISECT,16,51.11111111111112,8.0,1125,,mlci,
6,6,heroku.csv,BATCHSTOP4,8,42.31111111111111,4.0,1125,,mlci,
7,7,heroku.csv,BATCHSTOP4,16,46.84444444444444,8.0,1125,,mlci,
9,1,rails.csv,BATCHBISECT,2,36.29454926624738,1.0,7632,,mlci,
10,2,rails.csv,BATCHBISECT,4,52.227463312368975,2.0,7632,,mlci,
11,3,rails.csv,BATCHBISECT,8,72.96907756813418,4.0,7632,,mlci,
12,4,rails.csv,BATCHBISECT,16,84.49947589098532,8.0,7632,,mlci,
14,6,rails.csv,BATCHSTOP4,8,64.08542976939204,4.0,7632,,mlci,
15,7,rails.csv,BATCHSTOP4,16,74.54140461215933,8.0,7632,,mlci,
17,1,gradle.csv,BATCHBISECT,2,42.99065420560748,1.0,1926,,mlci,
18,2,gradle.csv,BATCHBISECT,4,38.62928348909657,2.0,1926,,mlci,
19,3,gradle.csv,BATCHBISECT,8,38.992731048805815,4.0,1926,,mlci,
20,4,gradle.csv,BATCHBISECT,16,41.43302180685358,8.0,1926,,mlci,
22,6,gradle.csv,BATCHSTOP4,8,37.85046728971962,4.0,1926,,mlci,
23,7,gradle.csv,BATCHSTOP4,16,40.18691588785047,8.0,1926,,mlci,
25,1,jruby.csv,BATCHBISECT,2,62.620165437066845,1.0,4473,,mlci,
26,2,jruby.csv,BATCHBISECT,4,95.72993516655488,2.0,4473,,mlci,
27,3,jruby.csv,BATCHBISECT,8,130.784708249497,4.0,4473,,mlci,
28,4,jruby.csv,BATCHBISECT,16,149.40755644980996,8.0,4473,,mlci,
30,6,jruby.csv,BATCHSTOP4,8,103.59937402190924,4.0,4473,,mlci,
31,7,jruby.csv,BATCHSTOP4,16,120.523138832998,8.0,4473,,mlci,
33,1,metasploit-framework.csv,BATCHBISECT,2,47.39278752436647,1.0,4104,,mlci,
34,2,metasploit-framework.csv,BATCHBISECT,4,34.478557504873294,2.0,4104,,mlci,
35,3,metasploit-framework.csv,BATCHBISECT,8,29.385964912280706,4.0,4104,,mlci,
36,4,metasploit-framework.csv,BATCHBISECT,16,28.53313840155945,8.0,4104,,mlci,
38,6,metasploit-framework.csv,BATCHSTOP4,8,28.84990253411306,4.0,4104,,mlci,
39,7,metasploit-framework.csv,BATCHSTOP4,16,27.997076023391813,8.0,4104,,mlci,
41,1,cloudify.csv,BATCHBISECT,2,24.259900038446744,1.0,2601,,mlci,
42,2,cloudify.csv,BATCHBISECT,4,23.9523260284506,2.0,2601,,mlci,
43,3,cloudify.csv,BATCHBISECT,8,32.410611303344865,4.0,2601,,mlci,
44,4,cloudify.csv,BATCHBISECT,16,34.678969627066515,8.0,2601,,mlci,
46,6,cloudify.csv,BATCHSTOP4,8,28.489042675893888,4.0,2601,,mlci,
47,7,cloudify.csv,BATCHSTOP4,16,30.68050749711649,8.0,2601,,mlci,
49,1,vagrant.csv,BATCHBISECT,2,31.91586648376772,1.0,2187,,mlci,
50,2,vagrant.csv,BATCHBISECT,4,28.89803383630544,2.0,2187,,mlci,
51,3,vagrant.csv,BATCHBISECT,8,28.440786465477824,4.0,2187,,mlci,
52,4,vagrant.csv,BATCHBISECT,16,29.309556470050296,8.0,2187,,mlci,
54,6,vagrant.csv,BATCHSTOP4,8,25.51440329218107,4.0,2187,,mlci,
55,7,vagrant.csv,BATCHSTOP4,16,26.383173296753544,8.0,2187,,mlci,
57,1,rubinius.csv,BATCHBISECT,2,63.11664361456893,1.0,2169,,mlci,
58,2,rubinius.csv,BATCHBISECT,4,86.26094974642693,2.0,2169,,mlci,
59,3,rubinius.csv,BATCHBISECT,8,100.0461041954818,4.0,2169,,mlci,
60,4,rubinius.csv,BATCHBISECT,16,107.8377132319041,8.0,2169,,mlci,
62,6,rubinius.csv,BATCHSTOP4,8,88.15122176118027,4.0,2169,,mlci,
63,7,rubinius.csv,BATCHSTOP4,16,96.03503918856616,8.0,2169,,mlci,
65,1,open-build-service.csv,BATCHBISECT,2,45.889387144992526,1.0,2007,,mlci,
66,2,open-build-service.csv,BATCHBISECT,4,57.64823119083208,2.0,2007,,mlci,
67,3,open-build-service.csv,BATCHBISECT,8,66.86596910812158,4.0,2007,,mlci,
68,4,open-build-service.csv,BATCHBISECT,16,80.76731439960139,8.0,2007,,mlci,
70,6,open-build-service.csv,BATCHSTOP4,8,60.488290981564525,4.0,2007,,mlci,
71,7,open-build-service.csv,BATCHSTOP4,16,74.38963627304435,8.0,2007,,mlci,
73,1,sonarqube.csv,BATCHBISECT,2,51.16959064327485,1.0,1710,,mlci,
74,2,sonarqube.csv,BATCHBISECT,4,52.22222222222222,2.0,1710,,mlci,
75,3,sonarqube.csv,BATCHBISECT,8,55.32163742690059,4.0,1710,,mlci,
76,4,sonarqube.csv,BATCHBISECT,16,62.39766081871344,8.0,1710,,mlci,
78,6,sonarqube.csv,BATCHSTOP4,8,52.39766081871345,4.0,1710,,mlci,
79,7,sonarqube.csv,BATCHSTOP4,16,59.00584795321637,8.0,1710,,mlci,
81,1,loomio.csv,BATCHBISECT,2,57.26010101010101,1.0,1584,,mlci,
82,2,loomio.csv,BATCHBISECT,4,62.94191919191918,2.0,1584,,mlci,
83,3,loomio.csv,BATCHBISECT,8,83.33333333333331,4.0,1584,,mlci,
84,4,loomio.csv,BATCHBISECT,16,90.8459595959596,8.0,1584,,mlci,
86,6,loomio.csv,BATCHSTOP4,8,73.86363636363636,4.0,1584,,mlci,
87,7,loomio.csv,BATCHSTOP4,16,81.62878787878789,8.0,1584,,mlci,
89,1,fog.csv,BATCHBISECT,2,64.08730158730158,1.0,1512,,mlci,
90,2,fog.csv,BATCHBISECT,4,81.94444444444444,2.0,1512,,mlci,
91,3,fog.csv,BATCHBISECT,8,100.06613756613756,4.0,1512,,mlci,
92,4,fog.csv,BATCHBISECT,16,108.46560846560848,8.0,1512,,mlci,
94,6,fog.csv,BATCHSTOP4,8,86.3095238095238,4.0,1512,,mlci,
95,7,fog.csv,BATCHSTOP4,16,94.57671957671958,8.0,1512,,mlci,
97,1,opal.csv,BATCHBISECT,2,42.16524216524217,1.0,1404,,mlci,
98,2,opal.csv,BATCHBISECT,4,36.68091168091168,2.0,1404,,mlci,
99,3,opal.csv,BATCHBISECT,8,37.82051282051282,4.0,1404,,mlci,
100,4,opal.csv,BATCHBISECT,16,38.81766381766382,8.0,1404,,mlci,
102,6,opal.csv,BATCHSTOP4,8,36.53846153846154,4.0,1404,,mlci,
103,7,opal.csv,BATCHSTOP4,16,37.53561253561254,8.0,1404,,mlci,
105,1,cloud_controller_ng.csv,BATCHBISECT,2,55.55555555555556,1.0,1296,,mlci,
106,2,cloud_controller_ng.csv,BATCHBISECT,4,67.51543209876544,2.0,1296,,mlci,
107,3,cloud_controller_ng.csv,BATCHBISECT,8,80.16975308641975,4.0,1296,,mlci,
108,4,cloud_controller_ng.csv,BATCHBISECT,16,90.35493827160494,8.0,1296,,mlci,
110,6,cloud_controller_ng.csv,BATCHSTOP4,8,74.6141975308642,4.0,1296,,mlci,
111,7,cloud_controller_ng.csv,BATCHSTOP4,16,84.33641975308642,8.0,1296,,mlci,
113,1,puppet.csv,BATCHBISECT,2,43.89282899921198,1.0,1269,,mlci,
114,2,puppet.csv,BATCHBISECT,4,31.99369582348306,2.0,1269,,mlci,
115,3,puppet.csv,BATCHBISECT,8,23.48305752561072,4.0,1269,,mlci,
116,4,puppet.csv,BATCHBISECT,16,23.71946414499606,8.0,1269,,mlci,
118,6,puppet.csv,BATCHSTOP4,8,23.01024428684003,4.0,1269,,mlci,
119,7,puppet.csv,BATCHSTOP4,16,23.08904649330181,8.0,1269,,mlci,
121,1,concerto.csv,BATCHBISECT,2,45.97423510466989,1.0,1242,,mlci,
122,2,concerto.csv,BATCHBISECT,4,41.706924315619965,2.0,1242,,mlci,
123,3,concerto.csv,BATCHBISECT,8,40.41867954911433,4.0,1242,,mlci,
124,4,concerto.csv,BATCHBISECT,16,43.07568438003221,8.0,1242,,mlci,
126,6,concerto.csv,BATCHSTOP4,8,38.486312399355874,4.0,1242,,mlci,
127,7,concerto.csv,BATCHSTOP4,16,40.98228663446055,8.0,1242,,mlci,
129,1,sufia.csv,BATCHBISECT,2,53.10457516339869,1.0,1224,,mlci,
130,2,sufia.csv,BATCHBISECT,4,49.83660130718954,2.0,1224,,mlci,
131,3,sufia.csv,BATCHBISECT,8,50.98039215686274,4.0,1224,,mlci,
132,4,sufia.csv,BATCHBISECT,16,54.90196078431372,8.0,1224,,mlci,
134,6,sufia.csv,BATCHSTOP4,8,47.87581699346405,4.0,1224,,mlci,
135,7,sufia.csv,BATCHSTOP4,16,51.30718954248366,8.0,1224,,mlci,
137,1,geoserver.csv,BATCHBISECT,2,71.2468193384224,1.0,1179,,mlci,
138,2,geoserver.csv,BATCHBISECT,4,106.5309584393554,2.0,1179,,mlci,
139,3,geoserver.csv,BATCHBISECT,8,123.24003392705684,4.0,1179,,mlci,
140,4,geoserver.csv,BATCHBISECT,16,133.33333333333331,8.0,1179,,mlci,
142,6,geoserver.csv,BATCHSTOP4,8,103.39270568278202,4.0,1179,,mlci,
143,7,geoserver.csv,BATCHSTOP4,16,113.14673452078031,8.0,1179,,mlci,
145,1,orbeon-forms.csv,BATCHBISECT,2,67.26495726495726,1.0,1170,,mlci,
146,2,orbeon-forms.csv,BATCHBISECT,4,80.25641025641026,2.0,1170,,mlci,
147,3,orbeon-forms.csv,BATCHBISECT,8,91.7094017094017,4.0,1170,,mlci,
148,4,orbeon-forms.csv,BATCHBISECT,16,100.0,8.0,1170,,mlci,
150,6,orbeon-forms.csv,BATCHSTOP4,8,73.93162393162393,4.0,1170,,mlci,
151,7,orbeon-forms.csv,BATCHSTOP4,16,81.7094017094017,8.0,1170,,mlci,
153,1,graylog2-server.csv,BATCHBISECT,2,46.36920384951881,1.0,1143,,mlci,
154,2,graylog2-server.csv,BATCHBISECT,4,31.75853018372704,2.0,1143,,mlci,
155,3,graylog2-server.csv,BATCHBISECT,8,25.10936132983377,4.0,1143,,mlci,
156,4,graylog2-server.csv,BATCHBISECT,16,23.009623797025373,8.0,1143,,mlci,
158,6,graylog2-server.csv,BATCHSTOP4,8,24.05949256342957,4.0,1143,,mlci,
159,7,graylog2-server.csv,BATCHSTOP4,16,21.95975503062117,8.0,1143,,mlci,
5,5,heroku.csv,BATCH4,4,36.266666666666666,2.0,1125,,mlci,
13,5,rails.csv,BATCH4,4,44.4706498951782,2.0,7632,,mlci,
21,5,gradle.csv,BATCH4,4,37.59086188992731,2.0,1926,,mlci,
29,5,jruby.csv,BATCH4,4,73.06058573664207,2.0,4473,,mlci,
37,5,metasploit-framework.csv,BATCH4,4,34.039961013645225,2.0,4104,,mlci,
45,5,cloudify.csv,BATCH4,4,21.10726643598616,2.0,2601,,mlci,
53,5,vagrant.csv,BATCH4,4,26.428898033836305,2.0,2187,,mlci,
61,5,rubinius.csv,BATCH4,4,73.99723374827109,2.0,2169,,mlci,
69,5,open-build-service.csv,BATCH4,4,51.96811160936721,2.0,2007,,mlci,
77,5,sonarqube.csv,BATCH4,4,48.36257309941521,2.0,1710,,mlci,
85,5,loomio.csv,BATCH4,4,54.10353535353536,2.0,1584,,mlci,
93,5,fog.csv,BATCH4,4,69.77513227513228,2.0,1512,,mlci,
101,5,opal.csv,BATCH4,4,35.3988603988604,2.0,1404,,mlci,
109,5,cloud_controller_ng.csv,BATCH4,4,62.26851851851852,2.0,1296,,mlci,
117,5,puppet.csv,BATCH4,4,31.20567375886525,2.0,1269,,mlci,
125,5,concerto.csv,BATCH4,4,39.45249597423511,2.0,1242,,mlci,
133,5,sufia.csv,BATCH4,4,47.22222222222222,2.0,1224,,mlci,
141,5,geoserver.csv,BATCH4,4,87.02290076335878,2.0,1179,,mlci,
149,5,orbeon-forms.csv,BATCH4,4,63.333333333333336,2.0,1170,,mlci,
157,5,graylog2-server.csv,BATCH4,4,30.70866141732283,2.0,1143,,mlci,
1,1,gradle.csv.csv,BATCHSTOP4,8,9.761162757873535,4.0,1926,,tr,20.0
2,2,gradle.csv.csv,BATCHSTOP4,16,11.266874313354492,8.0,1926,,tr,13.0
4,4,gradle.csv.csv,BATCHBISECT,1,5.7113189697265625,1.0,1926,,tr,20.0
5,5,gradle.csv.csv,BATCHBISECT,2,7.372793197631836,1.0,1926,,tr,20.0
6,6,gradle.csv.csv,BATCHBISECT,4,8.878504753112793,2.0,1926,,tr,20.0
7,7,gradle.csv.csv,BATCHBISECT,8,9.865005493164062,4.0,1926,,tr,20.0
8,8,gradle.csv.csv,BATCHBISECT,16,11.370716094970703,8.0,1926,,tr,13.0
10,10,puppet.csv.csv,BATCHSTOP4,8,13.159968376159668,4.0,1269,,tr,20.0
11,11,puppet.csv.csv,BATCHSTOP4,16,15.366430282592772,8.0,1269,,tr,20.0
13,13,puppet.csv.csv,BATCHBISECT,1,6.067770004272461,0.0,1269,,tr,18.0
14,14,puppet.csv.csv,BATCHBISECT,2,8.510638236999512,1.0,1269,,tr,20.0
15,15,puppet.csv.csv,BATCHBISECT,4,11.505122184753418,2.0,1269,,tr,19.0
16,16,puppet.csv.csv,BATCHBISECT,8,13.159968376159668,4.0,1269,,tr,20.0
17,17,puppet.csv.csv,BATCHBISECT,16,15.366430282592772,8.0,1269,,tr,20.0
19,19,open-build-service.csv.csv,BATCHSTOP4,8,54.06078720092773,4.0,2007,,tr,20.0
20,20,open-build-service.csv.csv,BATCHSTOP4,16,60.63776779174805,8.0,2007,,tr,10.0
22,22,open-build-service.csv.csv,BATCHBISECT,1,18.983556747436523,0.0,2007,,tr,20.0
23,23,open-build-service.csv.csv,BATCHBISECT,2,34.47932052612305,1.0,2007,,tr,20.0
24,24,open-build-service.csv.csv,BATCHBISECT,4,47.23468017578125,2.0,2007,,tr,19.0
25,25,open-build-service.csv.csv,BATCHBISECT,8,57.648231506347656,4.0,2007,,tr,20.0
26,26,open-build-service.csv.csv,BATCHBISECT,16,64.42451477050781,8.0,2007,,tr,10.0
28,28,metasploit-framework.csv.csv,BATCHSTOP4,8,10.380117416381836,4.0,4104,,tr,18.0
29,29,metasploit-framework.csv.csv,BATCHSTOP4,16,11.08674430847168,8.0,4104,,tr,19.0
31,31,metasploit-framework.csv.csv,BATCHBISECT,1,5.701754570007324,0.0,4104,,tr,20.0
32,32,metasploit-framework.csv.csv,BATCHBISECT,2,7.33430814743042,1.0,4104,,tr,20.0
33,33,metasploit-framework.csv.csv,BATCHBISECT,4,9.16179370880127,2.0,4104,,tr,20.0
34,34,metasploit-framework.csv.csv,BATCHBISECT,8,10.477582931518556,4.0,4104,,tr,18.0
35,35,metasploit-framework.csv.csv,BATCHBISECT,16,11.184210777282717,8.0,4104,,tr,19.0
37,37,fog.csv.csv,BATCHSTOP4,8,65.54232788085938,4.0,1512,,tr,14.0
38,38,fog.csv.csv,BATCHSTOP4,16,72.61904907226562,8.0,1512,,tr,16.0
40,40,fog.csv.csv,BATCHBISECT,1,28.703702926635746,0.0,1512,,tr,20.0
41,41,fog.csv.csv,BATCHBISECT,2,49.007938385009766,1.0,1512,,tr,20.0
42,42,fog.csv.csv,BATCHBISECT,4,64.1534423828125,2.0,1512,,tr,20.0
43,43,fog.csv.csv,BATCHBISECT,8,73.21428680419922,4.0,1512,,tr,14.0
44,44,fog.csv.csv,BATCHBISECT,16,80.15872955322266,8.0,1512,,tr,16.0
46,46,sufia.csv.csv,BATCHSTOP4,8,22.95751571655273,4.0,1224,,tr,20.0
47,47,sufia.csv.csv,BATCHSTOP4,16,27.6143798828125,8.0,1224,,tr,18.0
49,49,sufia.csv.csv,BATCHBISECT,1,8.169934272766113,1.0,1224,,tr,20.0
50,50,sufia.csv.csv,BATCHBISECT,2,14.379084587097168,1.0,1224,,tr,20.0
51,51,sufia.csv.csv,BATCHBISECT,4,19.36274528503418,2.0,1224,,tr,19.0
52,52,sufia.csv.csv,BATCHBISECT,8,23.937908172607425,4.0,1224,,tr,20.0
53,53,sufia.csv.csv,BATCHBISECT,16,29.0849666595459,8.0,1224,,tr,18.0
55,55,sonarqube.csv.csv,BATCHSTOP4,8,35.32163619995117,4.0,1710,,tr,20.0
56,56,sonarqube.csv.csv,BATCHSTOP4,16,41.05263137817383,8.0,1710,,tr,14.0
58,58,sonarqube.csv.csv,BATCHBISECT,1,11.169590950012209,0.0,1710,,tr,20.0
59,59,sonarqube.csv.csv,BATCHBISECT,2,22.163742065429688,1.0,1710,,tr,20.0
60,60,sonarqube.csv.csv,BATCHBISECT,4,30.584794998168945,2.0,1710,,tr,18.0
61,61,sonarqube.csv.csv,BATCHBISECT,8,37.07602310180664,4.0,1710,,tr,20.0
62,62,sonarqube.csv.csv,BATCHBISECT,16,42.690059661865234,8.0,1710,,tr,14.0
64,64,jruby.csv.csv,BATCHSTOP4,8,123.4294662475586,4.0,4473,,tr,13.0
65,65,jruby.csv.csv,BATCHSTOP4,16,129.71160888671875,8.0,4473,,tr,19.0
67,67,jruby.csv.csv,BATCHBISECT,1,79.45450592041016,0.0,4473,,tr,19.0
68,68,jruby.csv.csv,BATCHBISECT,2,118.7793426513672,1.0,4473,,tr,20.0
69,69,jruby.csv.csv,BATCHBISECT,4,143.57254028320312,2.0,4473,,tr,20.0
70,70,jruby.csv.csv,BATCHBISECT,8,155.93560791015625,4.0,4473,,tr,13.0
71,71,jruby.csv.csv,BATCHBISECT,16,162.3518829345703,8.0,4473,,tr,2.0
73,73,opal.csv.csv,BATCHSTOP4,8,19.088319778442383,4.0,1404,,tr,20.0
74,74,opal.csv.csv,BATCHSTOP4,16,22.22222137451172,8.0,1404,,tr,18.0
76,76,opal.csv.csv,BATCHBISECT,1,7.336182117462158,0.0,1404,,tr,20.0
77,77,opal.csv.csv,BATCHBISECT,2,11.82336139678955,1.0,1404,,tr,20.0
78,78,opal.csv.csv,BATCHBISECT,4,16.239316940307617,2.0,1404,,tr,19.0
79,79,opal.csv.csv,BATCHBISECT,8,19.65811920166016,4.0,1404,,tr,20.0
80,80,opal.csv.csv,BATCHBISECT,16,22.792022705078125,8.0,1404,,tr,18.0
82,82,graylog2-server.csv.csv,BATCHSTOP4,8,9.448819160461426,4.0,1143,,tr,20.0
83,83,graylog2-server.csv.csv,BATCHSTOP4,16,11.023622512817385,8.0,1143,,tr,16.0
85,85,graylog2-server.csv.csv,BATCHBISECT,1,5.424322128295898,0.0,1143,,tr,20.0
86,86,graylog2-server.csv.csv,BATCHBISECT,2,7.436570644378662,1.0,1143,,tr,18.0
87,87,graylog2-server.csv.csv,BATCHBISECT,4,9.27384090423584,2.0,1143,,tr,17.0
88,88,graylog2-server.csv.csv,BATCHBISECT,8,9.448819160461426,4.0,1143,,tr,20.0
89,89,graylog2-server.csv.csv,BATCHBISECT,16,11.023622512817385,8.0,1143,,tr,16.0
91,91,vagrant.csv.csv,BATCHSTOP4,8,17.786922454833984,4.0,2187,,tr,20.0
92,92,vagrant.csv.csv,BATCHSTOP4,16,19.295839309692383,8.0,2187,,tr,17.0
94,94,vagrant.csv.csv,BATCHBISECT,1,8.230452537536621,0.0,2187,,tr,20.0
95,95,vagrant.csv.csv,BATCHBISECT,2,11.156835556030272,1.0,2187,,tr,20.0
96,96,vagrant.csv.csv,BATCHBISECT,4,14.220393180847168,2.0,2187,,tr,19.0
97,97,vagrant.csv.csv,BATCHBISECT,8,17.878372192382812,4.0,2187,,tr,20.0
98,98,vagrant.csv.csv,BATCHBISECT,16,19.47873878479004,8.0,2187,,tr,17.0
