,project,algorithm,batch_size,builds_reqd,median_delay,testall_size,method
119,cloud_controller_ng.csv,BATCHSTOP4,8,5.506883604505632,18.0,2397,sbs
128,puppet.csv,BATCHSTOP4,8,0.6396588486140725,734.5,2345,sbs
137,concerto.csv,BATCHSTOP4,8,1.3484123531970422,63.0,2299,sbs
146,sufia.csv,BATCHSTOP4,8,0.974745237040319,95.0,2257,sbs
155,geoserver.csv,BATCHSTOP4,8,25.630444750114627,13.0,2181,sbs
164,orbeon-forms.csv,BATCHSTOP4,8,24.953789279112755,46.0,2164,sbs
173,graylog2-server.csv,BATCHSTOP4,8,0.1423149905123339,797.0,2108,sbs
3,heroku.csv,BATCHSTOP4,16,0.8169149447381067,132.0,2081,sbs
12,rails.csv,BATCHSTOP4,16,9.6030004953648,28.0,14131,sbs
21,gradle.csv,BATCHSTOP4,16,0.8410428931875525,61.0,3567,sbs
30,jruby.csv,BATCHSTOP4,16,36.87900398887949,9.0,8273,sbs
39,metasploit-framework.csv,BATCHSTOP4,16,0.6578947368421053,127.5,7600,sbs
48,cloudify.csv,BATCHSTOP4,16,5.2773737793476005,94.0,4813,sbs
57,vagrant.csv,BATCHSTOP4,16,1.3837410427477144,158.0,4047,sbs
66,rubinius.csv,BATCHSTOP4,16,9.517861603797153,16.0,4003,sbs
75,open-build-service.csv,BATCHSTOP4,16,4.736275565123789,24.0,3716,sbs
84,sonarqube.csv,BATCHSTOP4,16,3.1002847200253085,69.0,3161,sbs
93,loomio.csv,BATCHSTOP4,16,6.605065023956194,24.0,2922,sbs
102,fog.csv,BATCHSTOP4,16,10.204814947897953,22.0,2783,sbs
111,opal.csv,BATCHSTOP4,16,1.3883532587736214,43.5,2593,sbs
120,cloud_controller_ng.csv,BATCHSTOP4,16,5.506883604505632,18.0,2397,sbs
129,puppet.csv,BATCHSTOP4,16,0.6396588486140725,734.5,2345,sbs
138,concerto.csv,BATCHSTOP4,16,1.3484123531970422,63.0,2299,sbs
147,sufia.csv,BATCHSTOP4,16,0.974745237040319,95.0,2257,sbs
156,geoserver.csv,BATCHSTOP4,16,25.630444750114627,13.0,2181,sbs
165,orbeon-forms.csv,BATCHSTOP4,16,24.953789279112755,46.0,2164,sbs
174,graylog2-server.csv,BATCHSTOP4,16,0.1423149905123339,797.0,2108,sbs
4,heroku.csv,BATCHBISECT,1,0.8169149447381067,132.0,2081,sbs
13,rails.csv,BATCHBISECT,1,9.6030004953648,28.0,14131,sbs
22,gradle.csv,BATCHBISECT,1,0.8410428931875525,61.0,3567,sbs
31,jruby.csv,BATCHBISECT,1,36.87900398887949,9.0,8273,sbs
40,metasploit-framework.csv,BATCHBISECT,1,0.6578947368421053,127.5,7600,sbs
49,cloudify.csv,BATCHBISECT,1,5.2773737793476005,94.0,4813,sbs
58,vagrant.csv,BATCHBISECT,1,1.3837410427477144,158.0,4047,sbs
67,rubinius.csv,BATCHBISECT,1,9.517861603797153,16.0,4003,sbs
76,open-build-service.csv,BATCHBISECT,1,4.736275565123789,24.0,3716,sbs
85,sonarqube.csv,BATCHBISECT,1,3.1002847200253085,69.0,3161,sbs
94,loomio.csv,BATCHBISECT,1,6.605065023956194,24.0,2922,sbs
103,fog.csv,BATCHBISECT,1,10.204814947897953,22.0,2783,sbs
112,opal.csv,BATCHBISECT,1,1.3883532587736214,43.5,2593,sbs
121,cloud_controller_ng.csv,BATCHBISECT,1,5.506883604505632,18.0,2397,sbs
130,puppet.csv,BATCHBISECT,1,0.6396588486140725,734.5,2345,sbs
139,concerto.csv,BATCHBISECT,1,1.3484123531970422,63.0,2299,sbs
148,sufia.csv,BATCHBISECT,1,0.974745237040319,95.0,2257,sbs
157,geoserver.csv,BATCHBISECT,1,25.630444750114627,13.0,2181,sbs
166,orbeon-forms.csv,BATCHBISECT,1,24.953789279112755,46.0,2164,sbs
175,graylog2-server.csv,BATCHBISECT,1,0.1423149905123339,797.0,2108,sbs
5,heroku.csv,BATCHBISECT,2,0.8169149447381067,132.0,2081,sbs
14,rails.csv,BATCHBISECT,2,9.6030004953648,28.0,14131,sbs
23,gradle.csv,BATCHBISECT,2,0.8410428931875525,61.0,3567,sbs
32,jruby.csv,BATCHBISECT,2,36.87900398887949,9.0,8273,sbs
41,metasploit-framework.csv,BATCHBISECT,2,0.6578947368421053,127.5,7600,sbs
50,cloudify.csv,BATCHBISECT,2,5.2773737793476005,94.0,4813,sbs
59,vagrant.csv,BATCHBISECT,2,1.3837410427477144,158.0,4047,sbs
68,rubinius.csv,BATCHBISECT,2,9.517861603797153,16.0,4003,sbs
77,open-build-service.csv,BATCHBISECT,2,4.736275565123789,24.0,3716,sbs
86,sonarqube.csv,BATCHBISECT,2,3.1002847200253085,69.0,3161,sbs
95,loomio.csv,BATCHBISECT,2,6.605065023956194,24.0,2922,sbs
104,fog.csv,BATCHBISECT,2,10.204814947897953,22.0,2783,sbs
113,opal.csv,BATCHBISECT,2,1.3883532587736214,43.5,2593,sbs
122,cloud_controller_ng.csv,BATCHBISECT,2,5.506883604505632,18.0,2397,sbs
131,puppet.csv,BATCHBISECT,2,0.6396588486140725,734.5,2345,sbs
140,concerto.csv,BATCHBISECT,2,1.3484123531970422,63.0,2299,sbs
149,sufia.csv,BATCHBISECT,2,0.974745237040319,95.0,2257,sbs
158,geoserver.csv,BATCHBISECT,2,25.630444750114627,13.0,2181,sbs
167,orbeon-forms.csv,BATCHBISECT,2,24.953789279112755,46.0,2164,sbs
176,graylog2-server.csv,BATCHBISECT,2,0.1423149905123339,797.0,2108,sbs
6,heroku.csv,BATCHBISECT,4,0.8169149447381067,132.0,2081,sbs
15,rails.csv,BATCHBISECT,4,9.6030004953648,28.0,14131,sbs
24,gradle.csv,BATCHBISECT,4,0.8410428931875525,61.0,3567,sbs
33,jruby.csv,BATCHBISECT,4,36.87900398887949,9.0,8273,sbs
42,metasploit-framework.csv,BATCHBISECT,4,0.6578947368421053,127.5,7600,sbs
51,cloudify.csv,BATCHBISECT,4,5.2773737793476005,94.0,4813,sbs
60,vagrant.csv,BATCHBISECT,4,1.3837410427477144,158.0,4047,sbs
69,rubinius.csv,BATCHBISECT,4,9.517861603797153,16.0,4003,sbs
78,open-build-service.csv,BATCHBISECT,4,4.736275565123789,24.0,3716,sbs
87,sonarqube.csv,BATCHBISECT,4,3.1002847200253085,69.0,3161,sbs
96,loomio.csv,BATCHBISECT,4,6.605065023956194,24.0,2922,sbs
105,fog.csv,BATCHBISECT,4,10.204814947897953,22.0,2783,sbs
114,opal.csv,BATCHBISECT,4,1.3883532587736214,43.5,2593,sbs
123,cloud_controller_ng.csv,BATCHBISECT,4,5.506883604505632,18.0,2397,sbs
132,puppet.csv,BATCHBISECT,4,0.6396588486140725,734.5,2345,sbs
141,concerto.csv,BATCHBISECT,4,1.3484123531970422,63.0,2299,sbs
150,sufia.csv,BATCHBISECT,4,0.974745237040319,95.0,2257,sbs
159,geoserver.csv,BATCHBISECT,4,25.630444750114627,13.0,2181,sbs
168,orbeon-forms.csv,BATCHBISECT,4,24.953789279112755,46.0,2164,sbs
177,graylog2-server.csv,BATCHBISECT,4,0.1423149905123339,797.0,2108,sbs
7,heroku.csv,BATCHBISECT,8,0.8169149447381067,132.0,2081,sbs
16,rails.csv,BATCHBISECT,8,9.6030004953648,28.0,14131,sbs
25,gradle.csv,BATCHBISECT,8,0.8410428931875525,61.0,3567,sbs
34,jruby.csv,BATCHBISECT,8,36.87900398887949,9.0,8273,sbs
43,metasploit-framework.csv,BATCHBISECT,8,0.6578947368421053,127.5,7600,sbs
52,cloudify.csv,BATCHBISECT,8,5.2773737793476005,94.0,4813,sbs
61,vagrant.csv,BATCHBISECT,8,1.3837410427477144,158.0,4047,sbs
70,rubinius.csv,BATCHBISECT,8,9.517861603797153,16.0,4003,sbs
79,open-build-service.csv,BATCHBISECT,8,4.736275565123789,24.0,3716,sbs
88,sonarqube.csv,BATCHBISECT,8,3.1002847200253085,69.0,3161,sbs
97,loomio.csv,BATCHBISECT,8,6.605065023956194,24.0,2922,sbs
106,fog.csv,BATCHBISECT,8,10.204814947897953,22.0,2783,sbs
115,opal.csv,BATCHBISECT,8,1.3883532587736214,43.5,2593,sbs
124,cloud_controller_ng.csv,BATCHBISECT,8,5.506883604505632,18.0,2397,sbs
133,puppet.csv,BATCHBISECT,8,0.6396588486140725,734.5,2345,sbs
142,concerto.csv,BATCHBISECT,8,1.3484123531970422,63.0,2299,sbs
151,sufia.csv,BATCHBISECT,8,0.974745237040319,95.0,2257,sbs
160,geoserver.csv,BATCHBISECT,8,25.630444750114627,13.0,2181,sbs
169,orbeon-forms.csv,BATCHBISECT,8,24.953789279112755,46.0,2164,sbs
178,graylog2-server.csv,BATCHBISECT,8,0.1423149905123339,797.0,2108,sbs
8,heroku.csv,BATCHBISECT,16,0.8169149447381067,132.0,2081,sbs
17,rails.csv,BATCHBISECT,16,9.6030004953648,28.0,14131,sbs
26,gradle.csv,BATCHBISECT,16,0.8410428931875525,61.0,3567,sbs
35,jruby.csv,BATCHBISECT,16,36.87900398887949,9.0,8273,sbs
44,metasploit-framework.csv,BATCHBISECT,16,0.6578947368421053,127.5,7600,sbs
53,cloudify.csv,BATCHBISECT,16,5.2773737793476005,94.0,4813,sbs
62,vagrant.csv,BATCHBISECT,16,1.3837410427477144,158.0,4047,sbs
71,rubinius.csv,BATCHBISECT,16,9.517861603797153,16.0,4003,sbs
80,open-build-service.csv,BATCHBISECT,16,4.736275565123789,24.0,3716,sbs
89,sonarqube.csv,BATCHBISECT,16,3.1002847200253085,69.0,3161,sbs
98,loomio.csv,BATCHBISECT,16,6.605065023956194,24.0,2922,sbs
107,fog.csv,BATCHBISECT,16,10.204814947897953,22.0,2783,sbs
116,opal.csv,BATCHBISECT,16,1.3883532587736214,43.5,2593,sbs
125,cloud_controller_ng.csv,BATCHBISECT,16,5.506883604505632,18.0,2397,sbs
134,puppet.csv,BATCHBISECT,16,0.6396588486140725,734.5,2345,sbs
143,concerto.csv,BATCHBISECT,16,1.3484123531970422,63.0,2299,sbs
152,sufia.csv,BATCHBISECT,16,0.974745237040319,95.0,2257,sbs
161,geoserver.csv,BATCHBISECT,16,25.630444750114627,13.0,2181,sbs
170,orbeon-forms.csv,BATCHBISECT,16,24.953789279112755,46.0,2164,sbs
179,graylog2-server.csv,BATCHBISECT,16,0.1423149905123339,797.0,2108,sbs
0,heroku.csv,BATCH4,4,48.390197020663145,1.0,2081,aici
8,rails.csv,BATCH4,4,74.1207274785932,1.0,14131,aici
16,geoserver.csv,BATCH4,4,99.44979367262724,1.0,2181,aici
24,orbeon-forms.csv,BATCH4,4,80.49907578558225,2.0,2164,aici
32,loomio.csv,BATCH4,4,71.97125256673512,1.0,2922,aici
40,cloudify.csv,BATCH4,4,51.7141076251818,2.0,4813,aici
48,fog.csv,BATCH4,4,73.55371900826445,1.0,2783,aici
56,rubinius.csv,BATCH4,4,80.38970771921059,1.0,4003,aici
64,cloud_controller_ng.csv,BATCH4,4,70.12932832707551,2.0,2397,aici
72,jruby.csv,BATCH4,4,101.22083887344374,1.0,8273,aici
80,sufia.csv,BATCH4,4,50.28799291094373,1.0,2257,aici
88,concerto.csv,BATCH4,4,34.58025228360157,2.0,2299,aici
96,open-build-service.csv,BATCH4,4,68.40688912809472,1.0,3716,aici
104,graylog2-server.csv,BATCH4,4,32.44781783681214,2.0,2108,aici
112,vagrant.csv,BATCH4,4,35.581912527798366,1.0,4047,aici
120,metasploit-framework.csv,BATCH4,4,35.96052631578948,1.0,7600,aici
128,gradle.csv,BATCH4,4,35.071488645920944,2.0,3567,aici
136,puppet.csv,BATCH4,4,36.97228144989339,1.5,2345,aici
144,opal.csv,BATCH4,4,39.02815271885847,2.0,2593,aici
152,sonarqube.csv,BATCH4,4,55.61531161024992,2.0,3161,aici
2,heroku.csv,BATCHSTOP4,8,51.17731859682844,3.0,2081,aici
10,rails.csv,BATCHSTOP4,8,77.26275564362041,3.0,14131,aici
18,geoserver.csv,BATCHSTOP4,8,108.80330123796423,3.5,2181,aici
26,orbeon-forms.csv,BATCHSTOP4,8,86.96857670979668,3.0,2164,aici
34,loomio.csv,BATCHSTOP4,8,75.7700205338809,4.0,2922,aici
42,cloudify.csv,BATCHSTOP4,8,48.11967587783088,4.0,4813,aici
50,fog.csv,BATCHSTOP4,8,82.82429033417176,4.0,2783,aici
58,rubinius.csv,BATCHSTOP4,8,89.05820634524108,3.0,4003,aici
66,cloud_controller_ng.csv,BATCHSTOP4,8,74.96871088861076,3.0,2397,aici
74,jruby.csv,BATCHSTOP4,8,111.7248881904992,3.0,8273,aici
82,sufia.csv,BATCHSTOP4,8,48.24988923349579,3.0,2257,aici
90,concerto.csv,BATCHSTOP4,8,38.92996955197912,3.0,2299,aici
98,open-build-service.csv,BATCHSTOP4,8,73.19698600645856,3.0,3716,aici
106,graylog2-server.csv,BATCHSTOP4,8,23.86148007590133,4.0,2108,aici
114,vagrant.csv,BATCHSTOP4,8,30.096367679762785,3.0,4047,aici
122,metasploit-framework.csv,BATCHSTOP4,8,29.81578947368421,3.0,7600,aici
130,gradle.csv,BATCHSTOP4,8,34.25848051583964,3.0,3567,aici
138,puppet.csv,BATCHSTOP4,8,29.9360341151386,4.0,2345,aici
146,opal.csv,BATCHSTOP4,8,38.91245661396066,3.0,2593,aici
154,sonarqube.csv,BATCHSTOP4,8,56.849098386586526,3.0,3161,aici
3,heroku.csv,BATCHSTOP4,16,53.77222489187891,8.0,2081,aici
11,rails.csv,BATCHSTOP4,16,81.6998089307197,7.0,14131,aici
19,geoserver.csv,BATCHSTOP4,16,114.5346171480972,7.5,2181,aici
27,orbeon-forms.csv,BATCHSTOP4,16,91.58964879852124,7.0,2164,aici
35,loomio.csv,BATCHSTOP4,16,79.32922655715262,7.0,2922,aici
43,cloudify.csv,BATCHSTOP4,16,47.683357573239135,8.0,4813,aici
51,fog.csv,BATCHSTOP4,16,87.13618397412866,8.0,2783,aici
59,rubinius.csv,BATCHSTOP4,16,94.5540844366725,7.0,4003,aici
67,cloud_controller_ng.csv,BATCHSTOP4,16,81.72715894868585,8.0,2397,aici
75,jruby.csv,BATCHSTOP4,16,118.55433337362504,7.0,8273,aici
83,sufia.csv,BATCHSTOP4,16,51.79441736818786,8.0,2257,aici
91,concerto.csv,BATCHSTOP4,16,42.27925184862983,8.0,2299,aici
99,open-build-service.csv,BATCHSTOP4,16,77.85252960172228,8.0,3716,aici
107,graylog2-server.csv,BATCHSTOP4,16,20.20872865275142,8.0,2108,aici
115,vagrant.csv,BATCHSTOP4,16,29.9728193723746,8.0,4047,aici
123,metasploit-framework.csv,BATCHSTOP4,16,28.06578947368421,8.0,7600,aici
131,gradle.csv,BATCHSTOP4,16,37.00588730025231,8.0,3567,aici
139,puppet.csv,BATCHSTOP4,16,27.718550106609804,8.0,2345,aici
147,opal.csv,BATCHSTOP4,16,40.68646355572696,8.0,2593,aici
155,sonarqube.csv,BATCHSTOP4,16,60.9617209743752,8.0,3161,aici
4,heroku.csv,BATCHBISECT,2,53.91638635271504,1.0,2081,aici
12,rails.csv,BATCHBISECT,2,85.06828957610927,1.0,14131,aici
20,geoserver.csv,BATCHBISECT,2,108.16139385602936,1.0,2181,aici
28,orbeon-forms.csv,BATCHBISECT,2,91.543438077634,1.0,2164,aici
36,loomio.csv,BATCHBISECT,2,82.88843258042435,1.0,2922,aici
44,cloudify.csv,BATCHBISECT,2,71.1198836484521,1.0,4813,aici
52,fog.csv,BATCHBISECT,2,79.5903701042041,1.0,2783,aici
60,rubinius.csv,BATCHBISECT,2,84.51161628778416,1.0,4003,aici
68,cloud_controller_ng.csv,BATCHBISECT,2,71.38089278264498,1.0,2397,aici
76,jruby.csv,BATCHBISECT,2,111.33808775534872,1.0,8273,aici
84,sufia.csv,BATCHBISECT,2,62.47230837394772,1.0,2257,aici
92,concerto.csv,BATCHBISECT,2,35.05872118312309,1.0,2299,aici
100,open-build-service.csv,BATCHBISECT,2,75.32292787944026,1.0,3716,aici
108,graylog2-server.csv,BATCHBISECT,2,53.08349146110057,0.5,2108,aici
116,vagrant.csv,BATCHBISECT,2,48.25796886582654,1.0,4047,aici
124,metasploit-framework.csv,BATCHBISECT,2,52.03947368421053,1.0,7600,aici
132,gradle.csv,BATCHBISECT,2,39.89346790019624,1.0,3567,aici
140,puppet.csv,BATCHBISECT,2,56.71641791044776,1.0,2345,aici
148,opal.csv,BATCHBISECT,2,48.1681450057848,1.0,2593,aici
156,sonarqube.csv,BATCHBISECT,2,63.04966782663715,1.0,3161,aici
5,heroku.csv,BATCHBISECT,4,53.48390197020663,1.0,2081,aici
13,rails.csv,BATCHBISECT,4,85.6414974170264,1.0,14131,aici
21,geoserver.csv,BATCHBISECT,4,121.36634571297569,1.0,2181,aici
29,orbeon-forms.csv,BATCHBISECT,4,101.66358595194085,2.0,2164,aici
37,loomio.csv,BATCHBISECT,4,82.5119780971937,1.0,2922,aici
45,cloudify.csv,BATCHBISECT,4,59.443174735092455,2.0,4813,aici
53,fog.csv,BATCHBISECT,4,85.26769673014735,1.0,2783,aici
61,rubinius.csv,BATCHBISECT,4,92.53060204846363,1.0,4003,aici
69,cloud_controller_ng.csv,BATCHBISECT,4,75.80308719232374,2.0,2397,aici
77,jruby.csv,BATCHBISECT,4,127.28151819170796,1.0,8273,aici
85,sufia.csv,BATCHBISECT,4,53.8325210456358,1.0,2257,aici
93,concerto.csv,BATCHBISECT,4,36.40713353632014,2.0,2299,aici
101,open-build-service.csv,BATCHBISECT,4,76.42626480086115,1.0,3716,aici
109,graylog2-server.csv,BATCHBISECT,4,33.20683111954459,2.0,2108,aici
117,vagrant.csv,BATCHBISECT,4,37.805782060785766,1.0,4047,aici
125,metasploit-framework.csv,BATCHBISECT,4,36.907894736842096,1.0,7600,aici
133,gradle.csv,BATCHBISECT,4,36.24894869638353,2.0,3567,aici
141,puppet.csv,BATCHBISECT,4,37.995735607675904,1.5,2345,aici
149,opal.csv,BATCHBISECT,4,40.416505977632085,2.0,2593,aici
157,sonarqube.csv,BATCHBISECT,4,60.23410313192027,2.0,3161,aici
6,heroku.csv,BATCHBISECT,8,56.55934646804421,3.0,2081,aici
14,rails.csv,BATCHBISECT,8,89.15151086264241,3.0,14131,aici
22,geoserver.csv,BATCHBISECT,8,130.81155433287483,3.5,2181,aici
30,orbeon-forms.csv,BATCHBISECT,8,109.14972273567469,3.0,2164,aici
38,loomio.csv,BATCHBISECT,8,86.44763860369609,4.0,2922,aici
46,cloudify.csv,BATCHBISECT,8,55.9318512362352,4.0,4813,aici
54,fog.csv,BATCHBISECT,8,94.32267337405676,4.0,2783,aici
62,rubinius.csv,BATCHBISECT,8,100.84936297776667,3.0,4003,aici
70,cloud_controller_ng.csv,BATCHBISECT,8,81.81059657905716,3.0,2397,aici
78,jruby.csv,BATCHBISECT,8,137.90644264474798,3.0,8273,aici
86,sufia.csv,BATCHBISECT,8,51.88303057155516,3.0,2257,aici
94,concerto.csv,BATCHBISECT,8,41.10482818616791,3.0,2299,aici
102,open-build-service.csv,BATCHBISECT,8,81.3778256189451,3.0,3716,aici
110,graylog2-server.csv,BATCHBISECT,8,24.430740037950663,4.0,2108,aici
118,vagrant.csv,BATCHBISECT,8,32.468495181616014,3.0,4047,aici
126,metasploit-framework.csv,BATCHBISECT,8,30.63157894736842,3.0,7600,aici
134,gradle.csv,BATCHBISECT,8,35.71628819736473,3.0,3567,aici
142,puppet.csv,BATCHBISECT,8,30.95948827292111,4.0,2345,aici
150,opal.csv,BATCHBISECT,8,40.37794060933282,3.0,2593,aici
158,sonarqube.csv,BATCHBISECT,8,61.91078772540334,3.0,3161,aici
7,heroku.csv,BATCHBISECT,16,59.05814512253723,8.0,2081,aici
15,rails.csv,BATCHBISECT,16,93.36211166937936,7.0,14131,aici
23,geoserver.csv,BATCHBISECT,16,136.2677670793214,7.5,2181,aici
31,orbeon-forms.csv,BATCHBISECT,16,113.4011090573013,7.0,2164,aici
39,loomio.csv,BATCHBISECT,16,89.73305954825462,7.0,2922,aici
47,cloudify.csv,BATCHBISECT,16,55.49553293164347,8.0,4813,aici
55,fog.csv,BATCHBISECT,16,98.8501616960115,8.0,2783,aici
63,rubinius.csv,BATCHBISECT,16,106.39520359730204,7.0,4003,aici
71,cloud_controller_ng.csv,BATCHBISECT,16,87.90154359616187,8.0,2397,aici
79,jruby.csv,BATCHBISECT,16,144.80841290946452,7.0,8273,aici
87,sufia.csv,BATCHBISECT,16,54.89587948604342,8.0,2257,aici
95,concerto.csv,BATCHBISECT,16,44.45411048281861,8.0,2299,aici
103,open-build-service.csv,BATCHBISECT,16,86.30247578040904,8.0,3716,aici
111,graylog2-server.csv,BATCHBISECT,16,20.77798861480076,8.0,2108,aici
119,vagrant.csv,BATCHBISECT,16,32.04843093649617,8.0,4047,aici
127,metasploit-framework.csv,BATCHBISECT,16,28.82894736842105,8.0,7600,aici
135,gradle.csv,BATCHBISECT,16,38.015138772077385,8.0,3567,aici
143,puppet.csv,BATCHBISECT,16,28.742004264392325,8.0,2345,aici
151,opal.csv,BATCHBISECT,16,42.460470497493255,8.0,2593,aici
159,sonarqube.csv,BATCHBISECT,16,65.96013919645682,8.0,3161,aici
