,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays
0,cloud_controller_ng.csv,gr,BATCHBISECT,2,80.03,1.0,0.0
1,cloud_controller_ng.csv,gr,BATCHBISECT,4,79.20,2.0,0.0
2,cloud_controller_ng.csv,gr,BATCH4,4,73.32,2.0,0.0
3,cloud_controller_ng.csv,gr,BATCHSTOP4,4,73.32,2.0,0.0
4,cloud_controller_ng.csv,gr,BATCHBISECT,8,84.04,4.0,0.0
5,cloud_controller_ng.csv,gr,BATCHSTOP4,8,78.20,4.0,0.0
6,cloud_controller_ng.csv,gr,BATCHBISECT,16,88.95,8.0,0.0
7,cloud_controller_ng.csv,gr,BATCHSTOP4,16,83.12,8.0,0.0
8,cloudify.csv,gr,BATCHBISECT,2,70.90,0.5,0.0
9,cloudify.csv,gr,BATCHBISECT,4,59.23,1.5,0.0
10,cloudify.csv,gr,BATCH4,4,51.67,1.5,0.0
11,cloudify.csv,gr,BATCHSTOP4,4,51.67,1.5,0.0
12,cloudify.csv,gr,BATCHBISECT,8,55.45,3.5,0.0
13,cloudify.csv,gr,BATCHSTOP4,8,47.89,3.5,0.0
14,cloudify.csv,gr,BATCHBISECT,16,55.14,8.0,0.0
15,cloudify.csv,gr,BATCHSTOP4,16,47.58,8.0,0.0
16,concerto.csv,gr,BATCHBISECT,2,63.15,0.5,0.0
17,concerto.csv,gr,BATCHBISECT,4,49.02,2.0,0.0
18,concerto.csv,gr,BATCH4,4,46.76,2.0,0.0
19,concerto.csv,gr,BATCHSTOP4,4,46.76,2.0,0.0
20,concerto.csv,gr,BATCHBISECT,8,45.28,4.0,0.0
21,concerto.csv,gr,BATCHSTOP4,8,43.02,4.0,0.0
22,concerto.csv,gr,BATCHBISECT,16,45.81,8.0,0.0
23,concerto.csv,gr,BATCHSTOP4,16,43.55,8.0,0.0
24,fog.csv,gr,BATCHBISECT,2,89.23,1.0,0.0
25,fog.csv,gr,BATCHBISECT,4,91.17,2.0,0.0
26,fog.csv,gr,BATCH4,4,78.89,2.0,0.0
27,fog.csv,gr,BATCHSTOP4,4,78.89,2.0,0.0
28,fog.csv,gr,BATCHBISECT,8,95.91,4.0,0.0
29,fog.csv,gr,BATCHSTOP4,8,83.63,4.0,0.0
30,fog.csv,gr,BATCHBISECT,16,99.21,8.0,0.0
