,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays
31,fog.csv,gr,BATCHSTOP4,16,86.93,8.0,0.0
32,geoserver.csv,gr,BATCHBISECT,2,109.30,0.5,0.0
33,geoserver.csv,gr,BATCHBISECT,4,120.93,1.5,0.0
34,geoserver.csv,gr,BATCH4,4,98.31,1.5,0.0
35,geoserver.csv,gr,BATCHSTOP4,4,98.31,1.5,0.0
36,geoserver.csv,gr,BATCHBISECT,8,130.42,3.5,0.0
37,geoserver.csv,gr,BATCHSTOP4,8,107.83,3.5,0.0
38,geoserver.csv,gr,BATCHBISECT,16,136.19,8.0,0.0
39,geoserver.csv,gr,BATCHSTOP4,16,113.61,8.0,0.0
40,gradle.csv,gr,BATCHBISECT,2,60.16,1.0,0.0
41,gradle.csv,gr,BATCHBISECT,4,43.85,2.0,0.0
42,gradle.csv,gr,BATCH4,4,42.39,2.0,0.0
43,gradle.csv,gr,BATCHSTOP4,4,42.39,2.0,0.0
44,gradle.csv,gr,BATCHBISECT,8,38.97,4.0,0.0
45,gradle.csv,gr,BATCHSTOP4,8,37.52,4.0,0.0
46,gradle.csv,gr,BATCHBISECT,16,38.83,8.0,0.0
47,gradle.csv,gr,BATCHSTOP4,16,37.38,8.0,0.0
48,graylog2-server.csv,gr,BATCHBISECT,2,54.55,1.0,0.0
49,graylog2-server.csv,gr,BATCHBISECT,4,33.36,2.0,0.0
50,graylog2-server.csv,gr,BATCH4,4,32.61,2.0,0.0
51,graylog2-server.csv,gr,BATCHSTOP4,4,32.61,2.0,0.0
52,graylog2-server.csv,gr,BATCHBISECT,8,23.79,4.0,0.0
53,graylog2-server.csv,gr,BATCHSTOP4,8,23.03,4.0,0.0
54,graylog2-server.csv,gr,BATCHBISECT,16,20.09,8.0,0.0
55,graylog2-server.csv,gr,BATCHSTOP4,16,19.34,8.0,0.0
56,jruby.csv,gr,BATCHBISECT,2,115.41,1.0,0.0
57,jruby.csv,gr,BATCHBISECT,4,128.83,2.0,0.0
58,jruby.csv,gr,BATCH4,4,101.80,2.0,0.0
59,jruby.csv,gr,BATCHSTOP4,4,101.80,2.0,0.0
60,jruby.csv,gr,BATCHBISECT,8,138.58,4.0,0.0
61,jruby.csv,gr,BATCHSTOP4,8,111.49,4.0,0.0
62,jruby.csv,gr,BATCHBISECT,16,144.34,8.0,0.0
63,jruby.csv,gr,BATCHSTOP4,16,117.31,8.0,0.0
64,loomio.csv,gr,BATCHBISECT,2,83.38,1.0,0.0
65,loomio.csv,gr,BATCHBISECT,4,82.05,2.0,0.0
66,loomio.csv,gr,BATCH4,4,72.33,2.0,0.0
67,loomio.csv,gr,BATCHSTOP4,4,72.33,2.0,0.0
68,loomio.csv,gr,BATCHBISECT,8,85.64,4.0,0.0
69,loomio.csv,gr,BATCHSTOP4,8,75.92,4.0,0.0
70,loomio.csv,gr,BATCHBISECT,16,89.43,8.0,0.0
71,loomio.csv,gr,BATCHSTOP4,16,79.75,8.0,0.0
72,metasploit-framework.csv,gr,BATCHBISECT,2,57.10,1.0,0.0
73,metasploit-framework.csv,gr,BATCHBISECT,4,38.42,2.0,0.0
74,metasploit-framework.csv,gr,BATCH4,4,37.63,2.0,0.0
75,metasploit-framework.csv,gr,BATCHSTOP4,4,37.63,2.0,0.0
76,metasploit-framework.csv,gr,BATCHBISECT,8,31.14,4.0,0.0
77,metasploit-framework.csv,gr,BATCHSTOP4,8,30.35,4.0,0.0
78,metasploit-framework.csv,gr,BATCHBISECT,16,29.18,8.0,0.0
79,metasploit-framework.csv,gr,BATCHSTOP4,16,28.39,8.0,0.0
80,opal.csv,gr,BATCHBISECT,2,61.50,0.5,0.0
81,opal.csv,gr,BATCHBISECT,4,46.49,1.5,0.0
82,opal.csv,gr,BATCH4,4,45.20,1.5,0.0
83,opal.csv,gr,BATCHSTOP4,4,45.20,1.5,0.0
84,opal.csv,gr,BATCHBISECT,8,42.43,3.5,0.0
85,opal.csv,gr,BATCHSTOP4,8,41.04,3.5,0.0
86,opal.csv,gr,BATCHBISECT,16,42.81,7.5,0.0
87,opal.csv,gr,BATCHSTOP4,16,41.43,7.5,0.0
88,open-build-service.csv,gr,BATCHBISECT,2,80.88,0.5,0.0
89,open-build-service.csv,gr,BATCHBISECT,4,78.38,2.0,0.0
90,open-build-service.csv,gr,BATCH4,4,69.98,2.0,0.0
91,open-build-service.csv,gr,BATCHSTOP4,4,69.98,2.0,0.0
92,open-build-service.csv,gr,BATCHBISECT,8,82.22,4.0,0.0
93,open-build-service.csv,gr,BATCHSTOP4,8,73.83,4.0,0.0
94,open-build-service.csv,gr,BATCHBISECT,16,86.58,8.0,0.0
95,open-build-service.csv,gr,BATCHSTOP4,16,78.19,8.0,0.0
96,orbeon-forms.csv,gr,BATCHBISECT,2,101.43,1.0,0.0
97,orbeon-forms.csv,gr,BATCHBISECT,4,105.72,2.0,0.0
98,orbeon-forms.csv,gr,BATCH4,4,83.66,2.0,0.0
99,orbeon-forms.csv,gr,BATCHSTOP4,4,83.66,2.0,0.0
100,orbeon-forms.csv,gr,BATCHBISECT,8,110.76,4.0,0.0
101,orbeon-forms.csv,gr,BATCHSTOP4,8,88.64,4.0,0.0
102,orbeon-forms.csv,gr,BATCHBISECT,16,114.40,8.0,0.0
103,orbeon-forms.csv,gr,BATCHSTOP4,16,92.29,8.0,0.0
104,puppet.csv,gr,BATCHBISECT,2,57.35,1.0,0.0
105,puppet.csv,gr,BATCHBISECT,4,38.47,2.0,0.0
106,puppet.csv,gr,BATCH4,4,37.28,2.0,0.0
107,puppet.csv,gr,BATCHSTOP4,4,37.28,2.0,0.0
108,puppet.csv,gr,BATCHBISECT,8,31.27,4.0,0.0
109,puppet.csv,gr,BATCHSTOP4,8,30.08,4.0,0.0
110,puppet.csv,gr,BATCHBISECT,16,29.19,8.0,0.0
111,puppet.csv,gr,BATCHSTOP4,16,27.99,8.0,0.0
112,rails.csv,gr,BATCHBISECT,2,86.34,1.0,0.0
113,rails.csv,gr,BATCHBISECT,4,85.74,2.0,0.0
114,rails.csv,gr,BATCH4,4,73.74,2.0,0.0
115,rails.csv,gr,BATCHSTOP4,4,73.74,2.0,0.0
116,rails.csv,gr,BATCHBISECT,8,89.51,4.0,0.0
117,rails.csv,gr,BATCHSTOP4,8,77.51,4.0,0.0
118,rails.csv,gr,BATCHBISECT,16,93.48,8.0,0.0
119,rails.csv,gr,BATCHSTOP4,16,81.48,8.0,0.0
120,rubinius.csv,gr,BATCHBISECT,2,91.81,0.5,0.0
121,rubinius.csv,gr,BATCHBISECT,4,96.23,1.5,0.0
122,rubinius.csv,gr,BATCH4,4,83.85,1.5,0.0
123,rubinius.csv,gr,BATCHSTOP4,4,83.85,1.5,0.0
124,rubinius.csv,gr,BATCHBISECT,8,102.30,4.0,0.0
125,rubinius.csv,gr,BATCHSTOP4,8,89.91,4.0,0.0
126,rubinius.csv,gr,BATCHBISECT,16,107.04,8.0,0.0
127,rubinius.csv,gr,BATCHSTOP4,16,94.66,8.0,0.0
128,sonarqube.csv,gr,BATCHBISECT,2,71.20,0.5,0.0
129,sonarqube.csv,gr,BATCHBISECT,4,62.63,1.5,0.0
130,sonarqube.csv,gr,BATCH4,4,57.89,1.5,0.0
131,sonarqube.csv,gr,BATCHSTOP4,4,57.89,1.5,0.0
132,sonarqube.csv,gr,BATCHBISECT,8,62.73,4.0,0.0
133,sonarqube.csv,gr,BATCHSTOP4,8,57.98,4.0,0.0
134,sonarqube.csv,gr,BATCHBISECT,16,65.13,8.0,0.0
135,sonarqube.csv,gr,BATCHSTOP4,16,60.39,8.0,0.0
136,sufia.csv,gr,BATCHBISECT,2,67.46,1.0,0.0
137,sufia.csv,gr,BATCHBISECT,4,55.56,2.0,0.0
138,sufia.csv,gr,BATCH4,4,51.22,2.0,0.0
139,sufia.csv,gr,BATCHSTOP4,4,51.22,2.0,0.0
140,sufia.csv,gr,BATCHBISECT,8,53.25,4.0,0.0
141,sufia.csv,gr,BATCHSTOP4,8,48.92,4.0,0.0
142,sufia.csv,gr,BATCHBISECT,16,54.45,9.0,0.0
143,sufia.csv,gr,BATCHSTOP4,16,50.11,9.0,0.0
144,vagrant.csv,gr,BATCHBISECT,2,59.25,0.5,0.0
145,vagrant.csv,gr,BATCHBISECT,4,41.22,1.5,0.0
146,vagrant.csv,gr,BATCH4,4,38.95,1.5,0.0
147,vagrant.csv,gr,BATCHSTOP4,4,38.95,1.5,0.0
148,vagrant.csv,gr,BATCHBISECT,8,34.21,4.0,0.0
149,vagrant.csv,gr,BATCHSTOP4,8,31.93,4.0,0.0
150,vagrant.csv,gr,BATCHBISECT,16,32.11,8.0,0.0
151,vagrant.csv,gr,BATCHSTOP4,16,29.83,8.0,0.0
152,heroku.csv,gr,BATCHBISECT,2,70.38,1.0,0.0
153,heroku.csv,gr,BATCHBISECT,4,59.77,2.0,0.0
154,heroku.csv,gr,BATCH4,4,53.82,2.0,0.0
155,heroku.csv,gr,BATCHSTOP4,4,53.82,2.0,0.0
156,heroku.csv,gr,BATCHBISECT,8,58.04,4.0,0.0
157,heroku.csv,gr,BATCHSTOP4,8,52.09,4.0,0.0
158,heroku.csv,gr,BATCHBISECT,16,59.48,8.0,0.0
159,heroku.csv,gr,BATCHSTOP4,16,53.53,8.0,0.0
