,version,project,algorithm,batch_size,confidence,builds_reqd,testall_size,zero_median,wo_zero_median
6840,3,vagrant,BATCHBISECT,1,2,52.75512725475661,4047,0.0,1.0
6841,3,vagrant,BATCHBISECT,1,3,36.49617000247097,4047,0.0,1.0
6842,3,vagrant,BATCHBISECT,1,4,28.19372374598468,4047,0.0,2.5
6843,3,vagrant,BATCHBISECT,1,5,23.44946874227823,4047,0.0,2.0
6844,3,vagrant,BATCHBISECT,1,6,19.74301952063257,4047,0.0,4.0
6845,3,vagrant,BATCHBISECT,1,7,17.000247096614775,4047,0.0,2.0
6846,3,vagrant,BATCHBISECT,1,8,15.591796392389424,4047,0.0,4.0
6847,3,vagrant,BATCHBISECT,1,9,14.183345688164072,4047,0.0,4.5
6848,3,vagrant,BATCHBISECT,1,10,12.849023968371633,4047,0.0,3.5
6849,3,vagrant,BATCHBISECT,1,11,12.231282431430689,4047,0.0,7.0
6850,3,vagrant,BATCHBISECT,1,12,10.896960711638247,4047,0.0,4.0
6851,3,vagrant,BATCHBISECT,1,13,10.180380528786756,4047,0.0,7.0
6852,3,vagrant,BATCHBISECT,1,14,9.24141339263652,4047,0.0,2.0
6853,3,vagrant,BATCHBISECT,1,15,9.14257474672597,4047,0.0,10.5
6854,3,vagrant,BATCHBISECT,1,16,8.59896219421794,4047,0.0,4.5
6855,3,vagrant,BATCHBISECT,1,17,8.500123548307387,4047,0.0,8.0
6856,3,vagrant,BATCHBISECT,1,18,7.536446750679516,4047,0.0,5.0
6857,3,vagrant,BATCHBISECT,1,19,7.758833703978255,4047,0.0,8.0
6858,3,vagrant,BATCHBISECT,1,20,7.536446750679516,4047,0.0,10.0
6859,3,vagrant,BATCHBISECT,2,2,42.64887571040278,4047,0.0,1.0
6860,3,vagrant,BATCHBISECT,2,3,33.11094638003459,4047,0.0,1.0
6861,3,vagrant,BATCHBISECT,2,4,28.119594761551767,4047,0.0,1.0
6862,3,vagrant,BATCHBISECT,2,5,23.647146034099332,4047,0.0,1.0
6863,3,vagrant,BATCHBISECT,2,6,21.10205090190264,4047,0.0,1.0
6864,3,vagrant,BATCHBISECT,2,7,18.95231035334816,4047,0.0,1.0
6865,3,vagrant,BATCHBISECT,2,8,17.593278972078082,4047,0.0,1.0
6866,3,vagrant,BATCHBISECT,2,9,15.913021991598715,4047,0.0,1.0
6867,3,vagrant,BATCHBISECT,2,10,14.87521620953793,4047,0.0,1.0
6868,3,vagrant,BATCHBISECT,2,11,13.293797874969114,4047,0.0,1.0
6869,3,vagrant,BATCHBISECT,2,12,12.626637015072893,4047,0.0,1.0
6870,3,vagrant,BATCHBISECT,2,13,11.465282925623919,4047,0.0,1.0
6871,3,vagrant,BATCHBISECT,2,14,11.613540894489745,4047,0.0,1.0
6872,3,vagrant,BATCHBISECT,2,15,10.9957993575488,4047,0.0,1.0
6873,3,vagrant,BATCHBISECT,2,16,10.649864096861872,4047,0.0,1.0
6874,3,vagrant,BATCHBISECT,2,17,9.04373610081542,4047,0.0,1.0
6875,3,vagrant,BATCHBISECT,2,18,10.13096120583148,4047,0.0,1.0
6876,3,vagrant,BATCHBISECT,2,19,9.636767976278724,4047,0.0,1.0
6877,3,vagrant,BATCHBISECT,2,20,8.425994563874475,4047,0.0,1.0
6878,3,vagrant,BATCHBISECT,4,2,35.33481591302199,4047,1.0,2.0
6879,3,vagrant,BATCHBISECT,4,3,30.985915492957748,4047,1.0,2.0
6880,3,vagrant,BATCHBISECT,4,4,30.29404497158389,4047,0.0,2.0
6881,3,vagrant,BATCHBISECT,4,5,25.22856436866815,4047,0.0,2.0
6882,3,vagrant,BATCHBISECT,4,6,23.375339757845317,4047,0.0,2.0
6883,3,vagrant,BATCHBISECT,4,7,20.58314801087225,4047,0.0,2.0
6884,3,vagrant,BATCHBISECT,4,8,21.571534469977756,4047,0.0,2.0
6885,3,vagrant,BATCHBISECT,4,9,18.38398813936249,4047,0.0,2.0
6886,3,vagrant,BATCHBISECT,4,10,19.322955275512726,4047,0.0,2.0
6887,3,vagrant,BATCHBISECT,4,11,15.616506053867061,4047,0.0,2.0
6888,3,vagrant,BATCHBISECT,4,12,16.160118606375093,4047,0.0,2.0
6889,3,vagrant,BATCHBISECT,4,13,15.023474178403756,4047,0.0,2.0
6890,3,vagrant,BATCHBISECT,4,14,14.949345193970842,4047,0.0,2.0
6891,3,vagrant,BATCHBISECT,4,15,14.529280948851001,4047,0.0,2.0
6892,3,vagrant,BATCHBISECT,4,16,15.122312824314307,4047,0.0,2.0
6893,3,vagrant,BATCHBISECT,4,17,14.183345688164072,4047,0.0,2.0
6894,3,vagrant,BATCHBISECT,4,18,12.255992092908327,4047,0.0,2.0
6895,3,vagrant,BATCHBISECT,4,19,11.489992587101558,4047,0.0,2.0
6896,3,vagrant,BATCHBISECT,4,20,13.66444279713368,4047,0.0,2.0
6897,3,vagrant,BATCHBISECT,8,2,32.64146281195948,4047,3.0,4.0
6898,3,vagrant,BATCHBISECT,8,3,30.219915987150976,4047,3.0,4.0
6899,3,vagrant,BATCHBISECT,8,4,29.676303434642946,4047,2.0,4.0
6900,3,vagrant,BATCHBISECT,8,5,26.88411168766988,4047,2.0,4.0
6901,3,vagrant,BATCHBISECT,8,6,27.007659995058066,4047,1.0,4.0
6902,3,vagrant,BATCHBISECT,8,7,25.722757598220905,4047,1.0,4.0
6903,3,vagrant,BATCHBISECT,8,8,24.932048430936497,4047,0.0,4.0
6904,3,vagrant,BATCHBISECT,8,9,24.88262910798122,4047,0.0,4.0
6905,3,vagrant,BATCHBISECT,8,10,22.164566345441067,4047,0.0,4.0
6906,3,vagrant,BATCHBISECT,8,11,21.52211514702249,4047,0.0,4.0
6907,3,vagrant,BATCHBISECT,8,12,21.719792438843587,4047,0.0,4.0
6908,3,vagrant,BATCHBISECT,8,13,20.879663948603906,4047,0.0,4.0
6909,3,vagrant,BATCHBISECT,8,14,19.668890536199655,4047,0.0,4.0
6910,3,vagrant,BATCHBISECT,8,15,19.14998764516926,4047,0.0,4.0
6911,3,vagrant,BATCHBISECT,8,16,20.978502594514456,4047,0.0,4.0
6912,3,vagrant,BATCHBISECT,8,17,18.92760069187052,4047,0.0,4.0
6913,3,vagrant,BATCHBISECT,8,18,16.357795898196194,4047,0.0,4.0
6914,3,vagrant,BATCHBISECT,8,19,17.692117617988632,4047,0.0,4.0
6915,3,vagrant,BATCHBISECT,8,20,16.28366691376328,4047,0.0,4.0
6916,3,vagrant,BATCHBISECT,16,2,33.3086236718557,4047,7.0,8.0
6917,3,vagrant,BATCHBISECT,16,3,30.590560909315542,4047,7.0,8.0
6918,3,vagrant,BATCHBISECT,16,4,31.109463800345935,4047,6.0,8.0
6919,3,vagrant,BATCHBISECT,16,5,29.775142080553497,4047,6.0,8.0
6920,3,vagrant,BATCHBISECT,16,6,28.39140103780578,4047,5.0,8.0
6921,3,vagrant,BATCHBISECT,16,7,29.305658512478377,4047,5.0,8.0
6922,3,vagrant,BATCHBISECT,16,8,27.403014578700272,4047,4.0,8.0
6923,3,vagrant,BATCHBISECT,16,9,27.32888559426736,4047,4.0,8.0
6924,3,vagrant,BATCHBISECT,16,10,26.6370150728935,4047,3.5,8.0
6925,3,vagrant,BATCHBISECT,16,11,26.73585371880405,4047,3.0,8.0
6926,3,vagrant,BATCHBISECT,16,12,25.99456387447492,4047,3.0,8.0
6927,3,vagrant,BATCHBISECT,16,13,26.315789473684212,4047,3.0,8.0
6928,3,vagrant,BATCHBISECT,16,14,26.88411168766988,4047,3.0,8.0
6929,3,vagrant,BATCHBISECT,16,15,24.53669384729429,4047,3.0,8.0
6930,3,vagrant,BATCHBISECT,16,16,24.413145539906104,4047,2.0,8.0
6931,3,vagrant,BATCHBISECT,16,17,24.24017790956264,4047,2.0,8.0
6932,3,vagrant,BATCHBISECT,16,18,22.658759574993823,4047,2.0,8.0
6933,3,vagrant,BATCHBISECT,16,19,24.833209785025947,4047,1.5,8.0
6934,3,vagrant,BATCHBISECT,16,20,23.004694835680752,4047,1.0,8.0
6935,3,vagrant,BATCH4,4,2,33.5063009636768,4047,1.0,2.0
6936,3,vagrant,BATCH4,4,3,29.058561897702003,4047,1.0,2.0
6937,3,vagrant,BATCH4,4,4,28.317272053372868,4047,0.0,2.0
6938,3,vagrant,BATCH4,4,5,23.301210773412404,4047,0.0,2.0
6939,3,vagrant,BATCH4,4,6,21.546824808500123,4047,0.0,2.0
6940,3,vagrant,BATCH4,4,7,19.248826291079812,4047,0.0,2.0
6941,3,vagrant,BATCH4,4,8,19.891277489498393,4047,0.0,2.0
6942,3,vagrant,BATCH4,4,9,16.85198912774895,4047,0.0,2.0
6943,3,vagrant,BATCH4,4,10,17.64269829503336,4047,0.0,2.0
6944,3,vagrant,BATCH4,4,11,14.232765011119348,4047,0.0,2.0
6945,3,vagrant,BATCH4,4,12,14.628119594761552,4047,0.0,2.0
6946,3,vagrant,BATCH4,4,13,13.491475166790215,4047,0.0,2.0
6947,3,vagrant,BATCH4,4,14,13.269088213491475,4047,0.0,2.0
6948,3,vagrant,BATCH4,4,15,13.343217197924389,4047,0.0,2.0
6949,3,vagrant,BATCH4,4,16,13.837410427477144,4047,0.0,2.0
6950,3,vagrant,BATCH4,4,17,12.799604645416357,4047,0.0,2.0
6951,3,vagrant,BATCH4,4,18,11.267605633802816,4047,0.0,2.0
6952,3,vagrant,BATCH4,4,19,10.254509513219668,4047,0.0,2.0
6953,3,vagrant,BATCH4,4,20,12.379540400296516,4047,0.0,2.0
6954,3,vagrant,BATCHSTOP4,4,2,33.5063009636768,4047,1.0,2.0
6955,3,vagrant,BATCHSTOP4,4,3,29.058561897702003,4047,1.0,2.0
6956,3,vagrant,BATCHSTOP4,4,4,28.317272053372868,4047,0.0,2.0
6957,3,vagrant,BATCHSTOP4,4,5,23.301210773412404,4047,0.0,2.0
6958,3,vagrant,BATCHSTOP4,4,6,21.546824808500123,4047,0.0,2.0
6959,3,vagrant,BATCHSTOP4,4,7,19.248826291079812,4047,0.0,2.0
6960,3,vagrant,BATCHSTOP4,4,8,19.891277489498393,4047,0.0,2.0
6961,3,vagrant,BATCHSTOP4,4,9,16.85198912774895,4047,0.0,2.0
6962,3,vagrant,BATCHSTOP4,4,10,17.64269829503336,4047,0.0,2.0
6963,3,vagrant,BATCHSTOP4,4,11,14.232765011119348,4047,0.0,2.0
6964,3,vagrant,BATCHSTOP4,4,12,14.628119594761552,4047,0.0,2.0
6965,3,vagrant,BATCHSTOP4,4,13,13.491475166790215,4047,0.0,2.0
6966,3,vagrant,BATCHSTOP4,4,14,13.269088213491475,4047,0.0,2.0
6967,3,vagrant,BATCHSTOP4,4,15,13.343217197924389,4047,0.0,2.0
6968,3,vagrant,BATCHSTOP4,4,16,13.837410427477144,4047,0.0,2.0
6969,3,vagrant,BATCHSTOP4,4,17,12.799604645416357,4047,0.0,2.0
6970,3,vagrant,BATCHSTOP4,4,18,11.267605633802816,4047,0.0,2.0
6971,3,vagrant,BATCHSTOP4,4,19,10.254509513219668,4047,0.0,2.0
6972,3,vagrant,BATCHSTOP4,4,20,12.379540400296516,4047,0.0,2.0
6973,3,vagrant,BATCHSTOP4,8,2,30.219915987150976,4047,3.0,4.0
6974,3,vagrant,BATCHSTOP4,8,3,28.19372374598468,4047,3.0,4.0
6975,3,vagrant,BATCHSTOP4,8,4,27.65011119347665,4047,2.0,4.0
6976,3,vagrant,BATCHSTOP4,8,5,24.857919446503583,4047,2.0,4.0
6977,3,vagrant,BATCHSTOP4,8,6,25.179145045712875,4047,1.0,4.0
6978,3,vagrant,BATCHSTOP4,8,7,23.745984680009883,4047,1.0,4.0
6979,3,vagrant,BATCHSTOP4,8,8,23.152952804546576,4047,0.0,4.0
6980,3,vagrant,BATCHSTOP4,8,9,23.202372127501853,4047,0.0,4.0
6981,3,vagrant,BATCHSTOP4,8,10,20.336051396095872,4047,0.0,4.0
6982,3,vagrant,BATCHSTOP4,8,11,19.990116135408943,4047,0.0,4.0
6983,3,vagrant,BATCHSTOP4,8,12,20.187793427230048,4047,0.0,4.0
6984,3,vagrant,BATCHSTOP4,8,13,19.347664936990363,4047,0.0,4.0
6985,3,vagrant,BATCHSTOP4,8,14,17.889794909809737,4047,0.0,4.0
6986,3,vagrant,BATCHSTOP4,8,15,17.716827279466273,4047,0.0,4.0
6987,3,vagrant,BATCHSTOP4,8,16,19.545342228811464,4047,0.0,4.0
6988,3,vagrant,BATCHSTOP4,8,17,17.593278972078082,4047,0.0,4.0
6989,3,vagrant,BATCHSTOP4,8,18,15.023474178403756,4047,0.0,4.0
6990,3,vagrant,BATCHSTOP4,8,19,16.357795898196194,4047,0.0,4.0
6991,3,vagrant,BATCHSTOP4,8,20,14.899925871015567,4047,0.0,4.0
6992,3,vagrant,BATCHSTOP4,16,2,30.93649617000247,4047,7.0,8.0
6993,3,vagrant,BATCHSTOP4,16,3,28.366691376328145,4047,7.0,8.0
6994,3,vagrant,BATCHSTOP4,16,4,29.132690882134916,4047,6.0,8.0
6995,3,vagrant,BATCHSTOP4,16,5,27.699530516431924,4047,6.0,8.0
6996,3,vagrant,BATCHSTOP4,16,6,26.266370150728935,4047,5.0,8.0
6997,3,vagrant,BATCHSTOP4,16,7,27.378304917222636,4047,5.0,8.0
6998,3,vagrant,BATCHSTOP4,16,8,25.179145045712875,4047,4.0,8.0
6999,3,vagrant,BATCHSTOP4,16,9,25.401531999011613,4047,4.0,8.0
7000,3,vagrant,BATCHSTOP4,16,10,24.709661477637756,4047,3.5,8.0
7001,3,vagrant,BATCHSTOP4,16,11,25.10501606127996,4047,3.0,8.0
7002,3,vagrant,BATCHSTOP4,16,12,24.017790956263898,4047,3.0,8.0
7003,3,vagrant,BATCHSTOP4,16,13,24.33901655547319,4047,3.0,8.0
7004,3,vagrant,BATCHSTOP4,16,14,24.956758092414134,4047,3.0,8.0
7005,3,vagrant,BATCHSTOP4,16,15,22.80701754385965,4047,3.0,8.0
7006,3,vagrant,BATCHSTOP4,16,16,22.33753397578453,4047,2.0,8.0
7007,3,vagrant,BATCHSTOP4,16,17,22.510501606127995,4047,2.0,8.0
7008,3,vagrant,BATCHSTOP4,16,18,20.6819866567828,4047,2.0,8.0
7009,3,vagrant,BATCHSTOP4,16,19,23.054114158636025,4047,1.5,8.0
7010,3,vagrant,BATCHSTOP4,16,20,21.275018532246108,4047,1.0,8.0
0,1,heroku,BATCHBISECT,1,2,54.18524021792967,2019,0.0,1.0
1,1,heroku,BATCHBISECT,1,3,37.98910351659237,2019,0.0,2.0
2,1,heroku,BATCHBISECT,1,4,29.569093610698367,2019,0.0,3.0
3,1,heroku,BATCHBISECT,1,5,24.368499257057948,2019,0.0,3.0
4,1,heroku,BATCHBISECT,1,6,21.29767211490837,2019,0.0,5.0
5,1,heroku,BATCHBISECT,1,7,17.880138682516098,2019,0.0,5.0
6,1,heroku,BATCHBISECT,1,8,15.799900941059935,2019,0.0,7.0
7,1,heroku,BATCHBISECT,1,9,13.37295690936107,2019,0.0,10.0
8,1,heroku,BATCHBISECT,1,10,12.976721149083705,2019,0.0,9.5
9,1,heroku,BATCHBISECT,1,11,10.94601287766221,2019,0.0,13.0
10,1,heroku,BATCHBISECT,1,12,11.490837048043586,2019,0.0,11.0
11,1,heroku,BATCHBISECT,1,13,9.905894006934126,2019,0.0,11.0
12,1,heroku,BATCHBISECT,1,14,9.50965824665676,2019,0.0,12.5
13,1,heroku,BATCHBISECT,1,15,9.063893016344725,2019,0.0,13.0
14,1,heroku,BATCHBISECT,1,16,7.578008915304606,2019,0.0,15.0
15,1,heroku,BATCHBISECT,1,17,7.478949975235265,2019,0.0,22.5
16,1,heroku,BATCHBISECT,1,18,6.636948984645865,2019,0.0,27.0
17,1,heroku,BATCHBISECT,1,19,7.379891035165925,2019,0.0,16.5
18,1,heroku,BATCHBISECT,1,20,7.280832095096582,2019,0.0,18.5
19,1,heroku,BATCHBISECT,2,2,50.56958890539871,2019,0.0,1.0
20,1,heroku,BATCHBISECT,2,3,40.812283308568595,2019,0.0,1.0
21,1,heroku,BATCHBISECT,2,4,34.274393263992074,2019,0.0,1.0
22,1,heroku,BATCHBISECT,2,5,29.32144626052501,2019,0.0,1.0
23,1,heroku,BATCHBISECT,2,6,25.70579494799406,2019,0.0,1.0
24,1,heroku,BATCHBISECT,2,7,20.653789004457654,2019,0.0,1.0
25,1,heroku,BATCHBISECT,2,8,19.762258543833582,2019,0.0,1.0
26,1,heroku,BATCHBISECT,2,9,19.118375433382862,2019,0.0,1.0
27,1,heroku,BATCHBISECT,2,10,17.137196631996037,2019,0.0,1.0
28,1,heroku,BATCHBISECT,2,11,14.561664190193165,2019,0.0,1.0
