project,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
loomio.csv,38.91170501708984,2.0,4,23.032169342041016,1.0,2,57.08419036865234,4.0,8
concerto.csv,11.483253479003906,2.0,4,6.655067443847656,1.0,2,22.0965633392334,4.0,8
sonarqube.csv,17.747549057006836,2.0,4,15.153432846069336,1.0,2,32.48971939086914,4.0,8
vagrant.csv,10.773412704467772,2.0,4,8.450704574584961,1.0,2,15.295280456542969,4.0,8
geoserver.csv,72.39797973632812,2.0,4,56.16689682006836,1.0,2,96.42366027832033,4.0,8
puppet.csv,7.420042514801025,2.0,4,5.842217445373535,1.0,2,13.56076717376709,4.0,8
sufia.csv,13.73504638671875,2.0,4,9.171466827392578,1.0,2,22.81789970397949,4.0,8
open-build-service.csv,25.672765731811523,2.0,4,16.60387420654297,1.0,2,49.56943130493164,4.0,8
heroku.csv,17.635751724243164,2.0,4,15.088899612426758,1.0,2,24.7957706451416,4.0,8
jruby.csv,79.78968048095703,2.0,4,69.99879455566406,1.0,2,103.39659118652344,4.0,8
orbeon-forms.csv,56.79297637939453,2.0,4,58.64140319824219,1.0,2,70.88724517822266,4.0,8
rubinius.csv,52.96028137207031,2.0,4,30.602048873901367,1.0,2,76.16787719726562,4.0,8
gradle.csv,10.34482765197754,2.0,4,7.204934120178223,1.0,2,15.475189208984377,4.0,8
rails.csv,35.85733413696289,2.0,4,27.65550994873047,1.0,2,56.202674865722656,4.0,8
metasploit-framework.csv,7.4210524559021,2.0,4,6.855263233184815,1.0,2,12.131579399108888,4.0,8
fog.csv,45.05928802490234,2.0,4,27.5601863861084,1.0,2,66.69062042236328,4.0,8
cloud_controller_ng.csv,28.744264602661133,2.0,4,16.478931427001953,1.0,2,50.68836212158203,4.0,8
opal.csv,12.495179176330566,2.0,4,7.674508094787598,1.0,2,19.784034729003903,4.0,8
cloudify.csv,23.020984649658203,2.0,4,21.08871841430664,1.0,2,30.31373405456543,4.0,8
graylog2-server.csv,5.977229595184326,2.0,4,5.645161151885986,1.0,2,8.111954689025879,4.0,8
