project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
cloud_controller_ng.csv,0,0,0,71.1462450592885,363.0,4,62.4505928853755,117.0,2,71.1462450592885,363.0,4
open-build-service.csv,0,0,0,57.08154506437769,643.0,4,57.5107296137339,195.0,2,57.08154506437769,643.0,4
orbeon-forms.csv,0,0,0,55.3648068669528,342.0,4,64.3776824034335,110.0,2,55.3648068669528,342.0,4
loomio.csv,0,0,0,69.7560975609756,306.0,4,66.8292682926829,94.0,2,69.7560975609756,306.0,4
jruby.csv,0,0,0,76.997578692494,593.0,4,72.8813559322034,183.0,2,76.997578692494,593.0,4
gradle.csv,0,0,0,31.9569120287253,668.0,4,35.5475763016158,198.0,2,31.9569120287253,668.0,4
metasploit-framework.csv,0,0,0,35.538261997406,1068.0,4,48.1193255512322,329.0,2,35.538261997406,1068.0,4
cloudify.csv,0,0,0,33.6065573770492,610.0,4,41.5983606557377,174.0,2,33.6065573770492,610.0,4
fog.csv,0,0,0,69.5156695156695,505.0,4,67.5213675213675,157.0,2,69.5156695156695,505.0,4
vagrant.csv,0,0,0,33.0985915492958,373.0,4,42.6056338028169,110.0,2,33.0985915492958,373.0,4
concerto.csv,0,0,0,35.1724137931034,330.0,4,33.1034482758621,93.0,2,35.1724137931034,330.0,4
rubinius.csv,0,0,0,73.1818181818182,320.0,4,78.1818181818182,106.0,2,73.1818181818182,320.0,4
sufia.csv,0,0,0,47.3684210526316,30.0,4,47.3684210526316,30.0,4,47.3684210526316,30.0,4
puppet.csv,0,0,0,36.231884057971,102.0,4,50.7246376811594,34.0,2,36.231884057971,102.0,4
sonarqube.csv,0,0,0,51.6666666666667,427.0,4,54.6666666666667,132.0,2,51.6666666666667,427.0,4
graylog2-server.csv,0,0,0,30.1745635910224,558.0,4,44.6384039900249,172.0,2,30.1745635910224,558.0,4
opal.csv,0,0,0,39.7321428571429,318.0,4,50.0,97.0,2,39.7321428571429,318.0,4
geoserver.csv,0,0,0,98.8095238095238,252.0,4,88.0952380952381,83.0,2,98.8095238095238,252.0,4
rails.csv,0,0,0,58.3615436696005,2087.0,4,60.2572782667569,671.0,2,58.3615436696005,2087.0,4
heroku.csv,0,0,0,0,0,0,0,0,0,0,0,0
