project,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
loomio.csv,72.79260780287474,2.0,4,83.67556468172485,2.0,4,76.18069815195072,4.0,8
concerto.csv,46.75946063505872,2.0,4,45.67203131796433,4.0,8,43.14919530230535,4.0,8
sonarqube.csv,57.9247073710851,2.0,4,63.23948117684277,2.0,4,57.89307181271749,4.0,8
vagrant.csv,39.04126513466765,2.0,4,32.5920434890042,8.0,16,30.318754633061527,8.0,16
geoserver.csv,98.57863365428702,2.0,4,109.62861072902338,1.0,2,108.16139385602936,4.0,8
puppet.csv,37.3134328358209,2.0,4,28.784648187633262,8.0,16,27.84648187633262,8.0,16
sufia.csv,51.26273814798405,2.0,4,52.32609658839167,4.0,8,48.6929552503323,4.0,8
open-build-service.csv,69.24111948331539,1.5,4,77.69106566200216,1.5,4,73.22389666307858,4.0,8
heroku.csv,55.79048534358481,2.0,4,59.53868332532437,4.0,8,54.34887073522345,4.0,8
jruby.csv,102.562552882872,2.0,4,115.35114227003506,1.0,2,112.28091381602805,4.0,8
orbeon-forms.csv,83.59519408502773,1.5,4,101.29390018484288,0.5,2,88.4011090573013,4.0,8
rubinius.csv,83.06270297277042,2.0,4,92.3807144641519,1.0,2,89.30801898576068,4.0,8
gradle.csv,42.38856181665265,2.0,4,38.968320717689934,4.0,8,37.67872161480236,4.0,8
rails.csv,74.14195739862713,2.0,4,85.86087325737739,2.0,4,77.92088316467341,4.0,8
metasploit-framework.csv,37.10526315789474,1.5,4,28.67105263157895,7.5,16,27.80263157894737,7.5,16
fog.csv,78.33273445921667,2.0,4,89.18433345310815,1.0,2,83.00395256916995,4.0,8
cloud_controller_ng.csv,73.09136420525657,2.0,4,79.09887359198999,2.0,4,77.59699624530663,4.0,8
opal.csv,45.39143848823756,2.0,4,43.30890860007713,4.0,8,41.53490165831084,4.0,8
cloudify.csv,51.52711406607106,2.0,4,55.682526490754206,4.0,8,47.78724288385622,4.0,8
graylog2-server.csv,32.77988614800759,1.5,4,20.58823529411765,8.0,16,19.734345351043643,8.0,16
