,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays
84.0,concerto.csv,ml,BATCHBISECT,2,33.10344827586207,78.0,1.0
85.0,concerto.csv,ml,BATCHBISECT,4,35.172413793103445,324.0,1.0
86.0,concerto.csv,ml,BATCHBISECT,8,38.96551724137931,924.0,1.0
87.0,concerto.csv,ml,BATCHBISECT,16,40.689655172413794,2160.0,0.0
88.0,open-build-service.csv,ml,BATCH4,4,57.081545064377686,636.0,1.0
89.0,open-build-service.csv,ml,BATCHSTOP4,4,57.081545064377686,636.0,1.0
90.0,open-build-service.csv,ml,BATCHSTOP4,8,63.09012875536481,1568.0,0.0
91.0,open-build-service.csv,ml,BATCHSTOP4,16,70.60085836909872,3480.0,0.0
92.0,open-build-service.csv,ml,BATCHBISECT,2,57.51072961373391,186.0,1.0
93.0,open-build-service.csv,ml,BATCHBISECT,4,58.36909871244635,636.0,1.0
94.0,open-build-service.csv,ml,BATCHBISECT,8,65.23605150214593,1568.0,0.0
95.0,open-build-service.csv,ml,BATCHBISECT,16,71.88841201716738,3480.0,0.0
96.0,sufia.csv,ml,BATCH4,4,47.36842105263158,30.0,0.0
97.0,sufia.csv,ml,BATCHSTOP4,4,47.36842105263158,30.0,0.0
98.0,sufia.csv,ml,BATCHSTOP4,8,47.36842105263158,84.0,0.0
99.0,sufia.csv,ml,BATCHSTOP4,16,52.63157894736842,240.0,0.0
100.0,sufia.csv,ml,BATCHBISECT,2,57.89473684210526,9.0,0.0
101.0,sufia.csv,ml,BATCHBISECT,4,47.36842105263158,30.0,0.0
102.0,sufia.csv,ml,BATCHBISECT,8,47.36842105263158,84.0,0.0
103.0,sufia.csv,ml,BATCHBISECT,16,52.63157894736842,240.0,0.0
104.0,metasploit-framework.csv,ml,BATCH4,4,35.53826199740597,1068.0,0.0
105.0,metasploit-framework.csv,ml,BATCHSTOP4,4,35.53826199740597,1068.0,0.0
106.0,metasploit-framework.csv,ml,BATCHSTOP4,8,29.182879377431902,2604.0,1.0
107.0,metasploit-framework.csv,ml,BATCHSTOP4,16,28.79377431906615,5760.0,0.0
108.0,metasploit-framework.csv,ml,BATCHBISECT,2,48.119325551232166,327.0,1.0
109.0,metasploit-framework.csv,ml,BATCHBISECT,4,35.53826199740597,1068.0,0.0
110.0,metasploit-framework.csv,ml,BATCHBISECT,8,29.182879377431902,2604.0,1.0
111.0,metasploit-framework.csv,ml,BATCHBISECT,16,29.053177691309987,5760.0,0.0
112.0,cloud_controller_ng.csv,ml,BATCH4,4,71.14624505928853,360.0,1.5
113.0,cloud_controller_ng.csv,ml,BATCHSTOP4,4,71.14624505928853,360.0,1.5
114.0,cloud_controller_ng.csv,ml,BATCHSTOP4,8,78.65612648221344,868.0,3.0
115.0,cloud_controller_ng.csv,ml,BATCHSTOP4,16,86.16600790513834,1920.0,0.0
116.0,cloud_controller_ng.csv,ml,BATCHBISECT,2,62.45059288537549,106.0,1.0
117.0,cloud_controller_ng.csv,ml,BATCHBISECT,4,71.93675889328063,360.0,1.5
118.0,cloud_controller_ng.csv,ml,BATCHBISECT,8,79.44664031620553,868.0,3.0
119.0,cloud_controller_ng.csv,ml,BATCHBISECT,16,86.16600790513834,1920.0,0.0
120.0,rubinius.csv,ml,BATCH4,4,73.18181818181819,318.0,2.0
121.0,rubinius.csv,ml,BATCHSTOP4,4,73.18181818181819,318.0,2.0
122.0,rubinius.csv,ml,BATCHSTOP4,8,80.9090909090909,784.0,0.0
123.0,rubinius.csv,ml,BATCHSTOP4,16,87.27272727272727,1680.0,0.0
124.0,rubinius.csv,ml,BATCHBISECT,2,78.18181818181819,104.0,2.0
125.0,rubinius.csv,ml,BATCHBISECT,4,79.54545454545455,318.0,2.0
126.0,rubinius.csv,ml,BATCHBISECT,8,87.27272727272727,784.0,0.0
127.0,rubinius.csv,ml,BATCHBISECT,16,92.72727272727272,1680.0,0.0
128.0,jruby.csv,ml,BATCH4,4,76.99757869249395,588.0,2.0
129.0,jruby.csv,ml,BATCHSTOP4,4,76.99757869249395,588.0,2.0
130.0,jruby.csv,ml,BATCHSTOP4,8,88.86198547215497,1428.0,0.0
131.0,jruby.csv,ml,BATCHSTOP4,16,94.91525423728814,3120.0,0.0
132.0,jruby.csv,ml,BATCHBISECT,2,72.88135593220339,173.0,1.0
133.0,jruby.csv,ml,BATCHBISECT,4,83.7772397094431,588.0,2.0
134.0,jruby.csv,ml,BATCHBISECT,8,95.15738498789348,1428.0,0.0
135.0,jruby.csv,ml,BATCHBISECT,16,101.21065375302663,3120.0,0.0
136.0,loomio.csv,ml,BATCH4,4,69.7560975609756,306.0,0.0
137.0,loomio.csv,ml,BATCHSTOP4,4,69.7560975609756,306.0,0.0
138.0,loomio.csv,ml,BATCHSTOP4,8,64.39024390243902,728.0,0.0
139.0,loomio.csv,ml,BATCHSTOP4,16,67.8048780487805,1560.0,0.0
140.0,loomio.csv,ml,BATCHBISECT,2,66.82926829268293,91.0,1.5
141.0,loomio.csv,ml,BATCHBISECT,4,71.70731707317073,306.0,0.0
142.0,loomio.csv,ml,BATCHBISECT,8,70.2439024390244,728.0,0.0
143.0,loomio.csv,ml,BATCHBISECT,16,73.65853658536585,1560.0,0.0
144.0,rails.csv,ml,BATCH4,4,58.36154366960054,2076.0,1.0
145.0,rails.csv,ml,BATCHSTOP4,4,58.36154366960054,2076.0,1.0
146.0,rails.csv,ml,BATCHSTOP4,8,61.54366960054164,5068.0,2.0
147.0,rails.csv,ml,BATCHSTOP4,16,66.89234935680433,11040.0,1.0
148.0,rails.csv,ml,BATCHBISECT,2,60.25727826675694,634.0,1.0
149.0,rails.csv,ml,BATCHBISECT,4,60.39268788083954,2076.0,1.0
150.0,rails.csv,ml,BATCHBISECT,8,64.25186188219364,5068.0,2.0
151.0,rails.csv,ml,BATCHBISECT,16,69.05890318212593,11040.0,1.0
